Episode,Hit,SR,Variance
198,0.0,44.0,0.2664
199,0.0,9.0,0.10190000000000009
200,1.0,49.0,0.26990000000000003
201,1.0,46.0,0.32839999999999997
202,1.0,49.0,0.26990000000000003
203,0.0,49.0,0.2699
204,0.0,21.0,0.6859000000000002
205,0.0,6.0,0.07640000000000001
206,1.0,49.0,0.26990000000000003
207,1.0,49.0,0.26990000000000003
208,1.0,22.0,0.7315999999999999
209,0.0,48.0,0.26959999999999995
210,0.0,49.0,0.26990000000000003
211,1.0,48.0,0.26959999999999995
212,0.0,49.0,0.26990000000000003
213,1.0,45.0,0.26750000000000007
214,1.0,48.0,0.26959999999999995
215,1.0,38.0,0.4756
216,1.0,40.0,0.44
217,0.0,48.0,0.26959999999999995
218,1.0,49.0,0.26990000000000003
219,0.0,13.0,0.13310000000000002
220,1.0,49.0,0.26990000000000003
221,1.0,40.0,0.44
222,1.0,48.0,0.26959999999999995
223,1.0,27.0,0.6570999999999998
224,1.0,49.0,0.26990000000000003
225,1.0,49.0,0.26990000000000003
226,1.0,49.0,0.26990000000000003
227,1.0,49.0,0.26990000000000003
228,0.0,34.0,0.2644
229,1.0,49.0,0.26990000000000003
230,0.0,48.0,0.26959999999999995
231,0.0,-70.0,0.49000000000000005
232,1.0,49.0,0.26990000000000003
233,1.0,48.0,0.28959999999999997
234,1.0,47.0,0.2890999999999999
235,1.0,48.0,0.2896
236,1.0,49.0,0.26990000000000003
237,1.0,25.0,0.2075
238,0.0,3.0,0.049099999999999984
239,1.0,39.0,0.4579000000000001
240,1.0,5.0,0.9275000000000001
241,1.0,49.0,0.26990000000000003
242,0.0,45.0,0.2675000000000001
243,0.0,28.0,0.2215999999999999
244,0.0,31.0,0.5738999999999999
245,1.0,49.0,0.26990000000000003
246,1.0,49.0,0.26990000000000003
247,1.0,48.0,0.28959999999999997
248,1.0,19.0,0.17390000000000005
249,1.0,48.0,0.26959999999999995
250,1.0,-1.0,0.9898999999999998
251,0.0,-1.0,0.009899999999999997
252,0.0,49.0,0.26990000000000003
253,1.0,5.0,0.9475000000000002
254,0.0,24.0,0.6824000000000001
255,0.0,49.0,0.26990000000000003
256,1.0,49.0,0.26990000000000003
257,0.0,32.0,0.23759999999999992
258,1.0,49.0,0.26990000000000003
259,1.0,49.0,0.26990000000000003
260,0.0,48.0,0.26959999999999995
261,1.0,49.0,0.26990000000000003
262,1.0,33.0,0.5611000000000002
263,1.0,36.0,0.2504
264,0.0,8.0,0.09359999999999997
265,1.0,48.0,0.26959999999999995
266,1.0,49.0,0.26990000000000003
267,1.0,48.0,0.26959999999999995
268,0.0,14.0,0.14040000000000005
269,1.0,49.0,0.26990000000000003
270,1.0,49.0,0.26990000000000003
271,1.0,49.0,0.26990000000000003
272,1.0,49.0,0.26990000000000003
273,1.0,49.0,0.26990000000000003
274,1.0,49.0,0.26990000000000003
275,0.0,-9.0,0.9019000000000003
276,0.0,33.0,0.24109999999999998
277,1.0,33.0,0.5611000000000002
278,1.0,-4.0,0.9983999999999997
279,1.0,49.0,0.26990000000000003
280,0.0,44.0,0.2664
281,1.0,49.0,0.26990000000000003
282,1.0,49.0,0.26990000000000003
283,1.0,49.0,0.26990000000000003
284,1.0,49.0,0.26990000000000003
285,0.0,48.0,0.26959999999999995
286,0.0,14.0,0.14040000000000005
287,1.0,42.0,0.3836
288,1.0,49.0,0.26990000000000003
289,0.0,49.0,0.26990000000000003
290,1.0,49.0,0.26990000000000003
291,1.0,48.0,0.28959999999999997
292,1.0,49.0,0.26990000000000003
293,1.0,49.0,0.26990000000000003
294,1.0,49.0,0.26990000000000003
295,1.0,46.0,0.32839999999999997
296,1.0,49.0,0.26990000000000003
297,0.0,36.0,0.2504
298,1.0,49.0,0.26990000000000003
299,1.0,49.0,0.26990000000000003
300,1.0,49.0,0.26990000000000003
301,1.0,40.0,0.26
302,1.0,49.0,0.26990000000000003
303,1.0,34.0,0.5444
304,1.0,7.0,0.9251
305,1.0,49.0,0.26990000000000003
306,1.0,15.0,0.8274999999999999
307,1.0,49.0,0.26990000000000003
308,1.0,49.0,0.26990000000000003
309,0.0,43.0,0.3650999999999999
310,1.0,49.0,0.26990000000000003
311,1.0,48.0,0.26959999999999995
312,0.0,48.0,0.26959999999999995
313,0.0,4.0,0.9383999999999998
314,0.0,6.0,0.07640000000000001
315,0.0,49.0,0.2699
316,1.0,49.0,0.26990000000000003
317,1.0,49.0,0.26990000000000003
318,1.0,48.0,0.2896
319,0.0,48.0,0.26959999999999995
320,1.0,49.0,0.26990000000000003
321,1.0,49.0,0.26990000000000003
322,1.0,49.0,0.26990000000000003
323,1.0,49.0,0.26990000000000003
324,1.0,49.0,0.26990000000000003
325,1.0,49.0,0.26990000000000003
326,1.0,49.0,0.26990000000000003
327,1.0,49.0,0.26990000000000003
328,0.0,25.0,0.2075
329,0.0,49.0,0.2699
330,1.0,49.0,0.26990000000000003
331,0.0,48.0,0.2696
332,1.0,49.0,0.26990000000000003
333,1.0,22.0,0.7315999999999999
334,1.0,49.0,0.26990000000000003
335,0.0,48.0,0.26959999999999995
336,1.0,4.0,0.9583999999999997
337,0.0,2.0,0.039599999999999975
338,0.0,5.0,0.06749999999999999
339,0.0,-1.0,0.009899999999999997
340,0.0,48.0,0.26959999999999995
341,1.0,26.0,0.6524000000000002
342,0.0,26.0,0.21239999999999995
343,1.0,48.0,0.2896
344,1.0,22.0,0.7315999999999999
345,1.0,48.0,0.26959999999999995
346,1.0,49.0,0.26990000000000003
347,0.0,43.0,0.2650999999999999
348,0.0,49.0,0.2699
349,1.0,49.0,0.26990000000000003
350,0.0,49.0,0.2699
351,1.0,49.0,0.26990000000000003
352,1.0,49.0,0.26990000000000003
353,0.0,26.0,0.21239999999999995
354,0.0,17.0,0.16110000000000002
355,1.0,49.0,0.26990000000000003
356,1.0,49.0,0.26990000000000003
357,1.0,49.0,0.26990000000000003
358,1.0,49.0,0.26990000000000003
359,1.0,49.0,0.26990000000000003
360,1.0,49.0,0.26990000000000003
361,1.0,49.0,0.26990000000000003
362,1.0,33.0,0.5611000000000002
363,1.0,49.0,0.26990000000000003
364,0.0,49.0,0.26990000000000003
365,0.0,25.0,0.2075
366,0.0,6.0,0.07640000000000001
367,0.0,20.0,0.18
368,1.0,49.0,0.26990000000000003
369,1.0,49.0,0.26990000000000003
370,1.0,49.0,0.26990000000000003
371,1.0,49.0,0.26990000000000003
372,1.0,49.0,0.26990000000000003
373,0.0,49.0,0.2699
374,0.0,9.0,0.10190000000000009
375,1.0,49.0,0.26990000000000003
376,1.0,49.0,0.26990000000000003
377,1.0,49.0,0.26990000000000003
378,1.0,49.0,0.26990000000000003
379,1.0,48.0,0.2896
380,0.0,49.0,0.2699
381,1.0,18.0,0.7676
382,0.0,38.0,0.25560000000000005
383,1.0,25.0,0.2075
384,1.0,8.0,0.9136
385,0.0,20.0,0.18
386,1.0,49.0,0.26990000000000003
387,0.0,49.0,0.2699
388,1.0,10.0,0.8900000000000002
389,1.0,49.0,0.26990000000000003
390,1.0,49.0,0.26990000000000003
391,1.0,49.0,0.26990000000000003
392,1.0,49.0,0.26990000000000003
393,1.0,16.0,0.8144
394,1.0,49.0,0.26990000000000003
395,1.0,14.0,0.8403999999999999
396,0.0,48.0,0.26959999999999995
397,1.0,48.0,0.28959999999999997
398,1.0,49.0,0.26990000000000003
399,1.0,49.0,0.26990000000000003
400,1.0,48.0,0.26959999999999995
401,1.0,49.0,0.26990000000000003
402,1.0,49.0,0.26990000000000003
403,1.0,49.0,0.26990000000000003
404,1.0,49.0,0.26990000000000003
405,0.0,16.0,0.8144
406,1.0,49.0,0.26990000000000003
407,1.0,33.0,0.5611000000000002
408,1.0,49.0,0.26990000000000003
409,1.0,49.0,0.26990000000000003
410,0.0,49.0,0.26990000000000003
411,0.0,49.0,0.26990000000000003
412,1.0,49.0,0.26990000000000003
413,1.0,49.0,0.26990000000000003
414,1.0,49.0,0.26990000000000003
415,1.0,49.0,0.26990000000000003
416,1.0,23.0,0.7171000000000001
417,0.0,49.0,0.2699
418,0.0,48.0,0.26959999999999995
419,1.0,49.0,0.26990000000000003
420,1.0,48.0,0.26959999999999995
421,1.0,48.0,0.2896
422,0.0,19.0,0.1739
423,1.0,49.0,0.26990000000000003
424,0.0,40.0,0.26
425,1.0,48.0,0.26959999999999995
426,0.0,-67.0,0.48109999999999997
427,0.0,42.0,0.2636000000000001
428,1.0,48.0,0.26959999999999995
429,1.0,49.0,0.26990000000000003
430,0.0,49.0,0.2699
431,1.0,49.0,0.26990000000000003
432,0.0,49.0,0.26990000000000003
433,1.0,49.0,0.2699
434,1.0,49.0,0.26990000000000003
435,0.0,41.0,0.2819
436,0.0,43.0,0.2650999999999999
437,0.0,49.0,0.2699
438,0.0,37.0,0.25310000000000005
439,1.0,49.0,0.26990000000000003
440,1.0,49.0,0.26990000000000003
441,1.0,49.0,0.26990000000000003
442,1.0,49.0,0.26990000000000003
443,0.0,-1.0,0.009899999999999997
444,1.0,27.0,0.6570999999999998
445,0.0,17.0,0.16110000000000002
446,1.0,49.0,0.26990000000000003
447,0.0,26.0,0.21239999999999995
448,1.0,48.0,0.26959999999999995
449,1.0,49.0,0.26990000000000003
450,1.0,44.0,0.3664
451,1.0,49.0,0.26990000000000003
452,1.0,49.0,0.26990000000000003
453,1.0,49.0,0.26990000000000003
454,1.0,49.0,0.26990000000000003
455,0.0,48.0,0.26959999999999995
456,1.0,16.0,0.7744
457,0.0,11.0,0.11790000000000007
458,0.0,48.0,0.26959999999999995
459,1.0,49.0,0.26990000000000003
460,0.0,49.0,0.2699
461,0.0,6.0,0.07640000000000001
462,1.0,48.0,0.2896
463,1.0,49.0,0.26990000000000003
464,1.0,49.0,0.26990000000000003
465,0.0,40.0,0.26
466,1.0,49.0,0.26990000000000003
467,0.0,1.0,0.029900000000000003
468,1.0,49.0,0.26990000000000003
469,0.0,48.0,0.2696
470,0.0,-28.0,0.8216
471,0.0,34.0,0.2444
472,0.0,28.0,0.2215999999999999
473,0.0,48.0,0.26959999999999995
474,1.0,4.0,0.9583999999999997
475,1.0,49.0,0.26990000000000003
476,1.0,28.0,0.2215999999999999
477,1.0,48.0,0.28959999999999997
478,1.0,49.0,0.26990000000000003
479,1.0,43.0,0.3850999999999999
480,1.0,49.0,0.26990000000000003
481,0.0,48.0,0.2696
482,1.0,48.0,0.2896
483,0.0,47.0,0.28909999999999997
484,0.0,28.0,0.2215999999999999
485,1.0,49.0,0.26990000000000003
486,1.0,49.0,0.26990000000000003
487,1.0,49.0,0.26990000000000003
488,1.0,49.0,0.26990000000000003
489,1.0,49.0,0.26990000000000003
490,0.0,11.0,0.11790000000000007
491,1.0,47.0,0.2890999999999999
492,1.0,49.0,0.26990000000000003
493,1.0,49.0,0.26990000000000003
494,1.0,49.0,0.26990000000000003
495,1.0,30.0,0.61
496,0.0,49.0,0.2699
497,1.0,49.0,0.26990000000000003
498,1.0,47.0,0.26909999999999995
499,0.0,17.0,0.16110000000000002
500,1.0,49.0,0.26990000000000003
501,1.0,48.0,0.2896
502,1.0,13.0,0.8530999999999999
503,1.0,48.0,0.2896
504,1.0,49.0,0.26990000000000003
505,1.0,28.0,0.6415999999999998
506,1.0,49.0,0.26990000000000003
507,0.0,16.0,0.15439999999999998
508,1.0,7.0,0.9051
509,0.0,32.0,0.2575999999999999
510,1.0,48.0,0.2896
511,1.0,49.0,0.26990000000000003
512,1.0,48.0,0.26959999999999995
513,1.0,49.0,0.26990000000000003
514,1.0,49.0,0.26990000000000003
515,0.0,29.0,0.2259
516,1.0,49.0,0.26990000000000003
517,1.0,49.0,0.26990000000000003
518,0.0,49.0,0.26990000000000003
519,1.0,49.0,0.26990000000000003
520,1.0,17.0,0.7811
521,0.0,48.0,0.2896
522,1.0,34.0,0.5444
523,0.0,49.0,0.2699
524,1.0,49.0,0.26990000000000003
525,0.0,6.0,0.07640000000000001
526,0.0,-42.0,0.7035999999999999
527,0.0,48.0,0.26959999999999995
528,0.0,39.0,0.2579000000000001
529,1.0,49.0,0.26990000000000003
530,0.0,39.0,0.43790000000000007
531,0.0,5.0,0.06749999999999999
532,1.0,48.0,0.28959999999999997
533,1.0,49.0,0.26990000000000003
534,1.0,49.0,0.26990000000000003
535,1.0,49.0,0.26990000000000003
536,1.0,49.0,0.26990000000000003
537,0.0,38.0,0.25560000000000005
538,1.0,5.0,0.9475000000000002
539,0.0,49.0,0.2699
540,1.0,49.0,0.26990000000000003
541,1.0,48.0,0.26959999999999995
542,1.0,49.0,0.26990000000000003
543,1.0,49.0,0.26990000000000003
544,0.0,48.0,0.2896
545,0.0,41.0,0.26189999999999997
546,1.0,49.0,0.26990000000000003
547,1.0,47.0,0.30909999999999993
548,0.0,5.0,0.06749999999999999
549,1.0,49.0,0.26990000000000003
550,0.0,18.0,0.16759999999999997
551,1.0,11.0,0.8579000000000002
552,0.0,48.0,0.26959999999999995
553,1.0,49.0,0.26990000000000003
554,1.0,49.0,0.26990000000000003
555,1.0,49.0,0.26990000000000003
556,1.0,50.0,0.27
557,0.0,39.0,0.3978999999999999
558,1.0,48.0,0.28959999999999997
559,1.0,49.0,0.26990000000000003
560,0.0,48.0,0.26959999999999995
561,0.0,33.0,0.5611000000000002
562,1.0,48.0,0.26959999999999995
563,1.0,49.0,0.26990000000000003
564,1.0,49.0,0.26990000000000003
565,1.0,48.0,0.26959999999999995
566,1.0,49.0,0.26990000000000003
567,1.0,34.0,0.5444
568,1.0,49.0,0.26990000000000003
569,1.0,49.0,0.26990000000000003
570,0.0,7.0,0.9051000000000002
571,1.0,49.0,0.26990000000000003
572,0.0,32.0,0.23759999999999992
573,1.0,30.0,0.61
574,1.0,49.0,0.26990000000000003
575,1.0,49.0,0.26990000000000003
576,1.0,49.0,0.26990000000000003
577,1.0,49.0,0.26990000000000003
578,1.0,49.0,0.26990000000000003
579,1.0,15.0,0.8274999999999999
580,0.0,5.0,0.06749999999999999
581,0.0,2.0,0.039599999999999975
582,0.0,49.0,0.26990000000000003
583,1.0,49.0,0.26990000000000003
584,1.0,48.0,0.26959999999999995
585,0.0,48.0,0.2896
586,1.0,48.0,0.28959999999999997
587,1.0,49.0,0.26990000000000003
588,0.0,49.0,0.2699
589,0.0,32.0,0.5576000000000001
590,0.0,45.0,0.2675000000000001
591,0.0,1.0,0.9898999999999998
592,1.0,48.0,0.26959999999999995
593,1.0,16.0,0.8144
594,0.0,26.0,0.21239999999999995
595,0.0,25.0,0.2075
596,0.0,12.0,0.14560000000000006
597,0.0,-17.0,0.7410999999999999
598,1.0,98.0,0.03959999999999999
599,0.0,76.0,0.20240000000000002
600,1.0,98.0,0.03959999999999999
601,0.0,90.0,0.11
602,1.0,98.0,0.03959999999999999
603,1.0,98.0,0.03959999999999999
604,1.0,96.0,0.07839999999999997
605,1.0,98.0,0.03959999999999999
606,1.0,97.0,0.049100000000000005
607,1.0,98.0,0.03959999999999999
608,0.0,32.0,0.23759999999999992
609,1.0,98.0,0.03959999999999999
610,1.0,98.0,0.03959999999999999
611,0.0,41.0,0.8219
612,0.0,51.0,0.26990000000000003
613,1.0,98.0,0.03959999999999999
614,0.0,-48.0,0.7696000000000001
615,0.0,3.0,0.049099999999999984
616,1.0,98.0,0.03959999999999999
617,1.0,97.0,0.049100000000000005
618,1.0,96.0,0.07839999999999997
619,1.0,97.0,0.049100000000000005
620,0.0,-42.0,0.8235999999999996
621,0.0,87.0,0.13310000000000002
622,1.0,98.0,0.03959999999999999
623,0.0,39.0,0.2579
624,1.0,96.0,0.07839999999999997
625,1.0,98.0,0.03959999999999999
626,1.0,98.0,0.03959999999999999
627,1.0,98.0,0.03959999999999999
628,1.0,96.0,0.07839999999999997
629,0.0,20.0,0.18
630,1.0,97.0,0.04909999999999999
631,1.0,97.0,0.049100000000000005
632,1.0,98.0,0.03959999999999999
633,1.0,98.0,0.03959999999999999
634,1.0,97.0,0.049100000000000005
635,1.0,96.0,0.07839999999999997
636,1.0,97.0,0.049100000000000005
637,1.0,98.0,0.03959999999999999
638,1.0,98.0,0.03959999999999999
639,1.0,98.0,0.03959999999999999
640,1.0,96.0,0.07839999999999997
641,0.0,28.0,0.9216000000000001
642,0.0,25.0,0.2075
643,1.0,84.0,0.29439999999999994
644,1.0,98.0,0.03959999999999999
645,0.0,26.0,0.9323999999999998
646,1.0,96.0,0.07839999999999996
647,0.0,-2.0,0.9995999999999998
648,1.0,97.0,0.049100000000000005
649,1.0,97.0,0.049100000000000005
650,1.0,22.0,0.1916
651,0.0,56.0,0.2664000000000001
652,1.0,98.0,0.03959999999999999
653,1.0,96.0,0.07839999999999997
654,0.0,46.0,0.26839999999999997
655,0.0,37.0,0.25309999999999994
656,1.0,98.0,0.03959999999999999
657,1.0,98.0,0.03959999999999999
658,1.0,98.0,0.03959999999999999
659,1.0,98.0,0.03959999999999999
660,1.0,98.0,0.03959999999999999
661,1.0,98.0,0.03959999999999999
662,0.0,-66.0,0.5643999999999999
663,1.0,98.0,0.03959999999999999
664,0.0,78.0,0.2116
665,0.0,22.0,0.19160000000000005
666,1.0,95.0,0.06750000000000005
667,1.0,98.0,0.03959999999999999
668,1.0,96.0,0.07839999999999997
669,1.0,98.0,0.03959999999999999
670,1.0,98.0,0.03959999999999999
671,0.0,45.0,0.26750000000000007
672,0.0,28.0,0.9216000000000001
673,1.0,98.0,0.03959999999999999
674,1.0,97.0,0.049100000000000005
675,1.0,98.0,0.03959999999999999
676,0.0,16.0,0.9743999999999999
677,0.0,26.0,0.9323999999999998
678,1.0,98.0,0.03959999999999999
679,1.0,98.0,0.03959999999999999
680,1.0,97.0,0.049100000000000005
681,1.0,98.0,0.03959999999999999
682,0.0,97.0,0.04910000000000002
683,0.0,6.0,0.07640000000000002
684,1.0,98.0,0.03959999999999999
685,1.0,95.0,0.08750000000000002
686,1.0,98.0,0.03959999999999999
687,0.0,82.0,0.16759999999999997
688,1.0,97.0,0.049100000000000005
689,1.0,94.0,0.07640000000000001
690,0.0,-100.0,0.0
691,1.0,95.0,0.0875
692,1.0,98.0,0.03959999999999999
693,1.0,98.0,0.03959999999999999
694,1.0,97.0,0.049100000000000005
695,0.0,20.0,0.18
696,1.0,96.0,0.07839999999999997
697,1.0,98.0,0.03959999999999999
698,1.0,98.0,0.03959999999999999
699,1.0,98.0,0.03959999999999999
700,1.0,97.0,0.049100000000000005
701,1.0,98.0,0.03959999999999999
702,1.0,97.0,0.049100000000000005
703,0.0,89.0,0.1979
704,1.0,98.0,0.03959999999999999
705,1.0,98.0,0.03959999999999999
706,1.0,97.0,0.04909999999999995
707,1.0,75.0,0.4275
708,1.0,97.0,0.049100000000000005
709,0.0,85.0,0.1475
710,1.0,98.0,0.03959999999999999
711,1.0,97.0,0.049099999999999956
712,1.0,98.0,0.03959999999999999
713,1.0,98.0,0.03959999999999999
714,1.0,98.0,0.03959999999999999
715,1.0,98.0,0.03959999999999999
716,0.0,85.0,0.2675
717,0.0,23.0,0.19710000000000008
718,1.0,98.0,0.03959999999999999
719,1.0,98.0,0.03959999999999999
720,1.0,97.0,0.049100000000000005
721,1.0,96.0,0.07839999999999997
722,0.0,90.0,0.11
723,1.0,96.0,0.07839999999999997
724,0.0,30.0,0.91
725,0.0,32.0,0.23759999999999992
726,1.0,98.0,0.03959999999999999
727,1.0,51.0,0.7299
728,1.0,95.0,0.08750000000000002
729,0.0,12.0,0.12560000000000002
730,0.0,71.0,0.24590000000000004
731,1.0,50.0,0.27
732,1.0,98.0,0.03959999999999999
733,1.0,86.0,0.26039999999999996
734,0.0,32.0,0.23759999999999992
735,1.0,98.0,0.03959999999999999
736,0.0,80.0,0.3600000000000001
737,0.0,-88.0,0.22560000000000005
738,1.0,96.0,0.07839999999999997
739,1.0,96.0,0.07839999999999997
740,1.0,98.0,0.03959999999999999
741,1.0,97.0,0.049100000000000005
742,1.0,98.0,0.03959999999999999
743,1.0,98.0,0.03959999999999999
744,1.0,98.0,0.03959999999999999
745,1.0,98.0,0.03959999999999999
746,1.0,95.0,0.08750000000000002
747,0.0,-82.0,0.32760000000000006
748,1.0,98.0,0.03959999999999999
749,1.0,98.0,0.03959999999999999
750,0.0,60.0,0.6400000000000001
751,1.0,98.0,0.03959999999999999
752,0.0,10.0,0.11
753,1.0,98.0,0.03959999999999999
754,1.0,98.0,0.03959999999999999
755,1.0,98.0,0.03959999999999999
756,1.0,96.0,0.07839999999999997
757,0.0,89.0,0.13789999999999997
758,0.0,58.0,0.26360000000000006
759,1.0,98.0,0.03959999999999999
760,0.0,15.0,0.1475
761,1.0,98.0,0.03959999999999999
762,1.0,97.0,0.04909999999999996
763,1.0,45.0,0.2675
