Episode,Hit,SR,MSE
73,1.0,98.0,0.02
74,0.0,48.0,0.02
75,0.0,-44.0,0.02
76,0.0,-2.0,0.02
77,0.0,0.0,0.02
78,0.0,0.0,0.02
79,0.0,-1.0,0.02
80,0.0,85.0,0.14
81,1.0,96.0,0.08509999999999998
82,1.0,98.0,0.02
83,0.0,-42.0,0.02
84,1.0,98.0,0.02
85,1.0,98.0,0.02
86,1.0,98.0,0.05640000000000001
87,1.0,97.0,0.02
88,0.0,38.0,0.049099999999999984
89,0.0,6.0,0.02
90,1.0,98.0,0.02
91,1.0,97.0,0.02
92,1.0,96.0,0.02
93,1.0,98.0,0.02
94,1.0,97.0,0.02
95,1.0,98.0,0.02
96,1.0,98.0,0.02910000000000001
97,0.0,5.0,0.02
98,1.0,96.0,0.02
99,1.0,98.0,0.02
100,1.0,98.0,0.02
101,0.0,60.0,0.02
102,1.0,96.0,0.02
103,1.0,94.0,0.2275
104,0.0,-88.0,0.03840000000000001
105,0.0,-82.0,0.02
106,0.0,-2.0,0.02
107,0.0,-4.0,0.039599999999999975
108,0.0,-29.0,0.02
109,1.0,64.0,0.02
110,1.0,96.0,0.02
111,1.0,98.0,0.02
112,1.0,-8.0,0.02
113,1.0,73.0,0.02
114,1.0,98.0,0.02
115,1.0,98.0,0.02
116,0.0,47.0,0.02
117,1.0,98.0,0.02
118,1.0,96.0,0.02
119,1.0,97.0,0.02
120,1.0,97.0,0.02
121,0.0,0.0,0.009899999999999997
122,1.0,38.0,0.02
123,0.0,88.0,0.02
124,1.0,97.0,0.02
125,0.0,35.0,0.02
126,0.0,11.0,0.02
127,1.0,98.0,0.02
128,0.0,-55.0,0.02
129,0.0,0.0,0.02
130,0.0,0.0,0.02
131,0.0,1.0,0.02
132,0.0,0.0,0.02
133,1.0,-1.0,0.02
134,0.0,1.0,0.029900000000000006
135,0.0,0.0,0.02
136,0.0,1.0,0.02
137,1.0,94.0,0.02
138,1.0,98.0,0.02
139,1.0,98.0,0.02
140,0.0,57.0,0.02
141,1.0,98.0,0.16
142,1.0,94.0,0.02
143,1.0,98.0,0.02
144,0.0,-8.0,0.02
145,0.0,19.0,0.02
146,0.0,-41.0,0.02
147,1.0,98.0,0.02
148,1.0,95.0,0.02
149,1.0,98.0,0.02
150,1.0,97.0,0.02
151,1.0,98.0,0.02
152,1.0,97.0,0.02
153,1.0,98.0,0.02
154,1.0,97.0,0.16
155,1.0,98.0,0.02
156,0.0,44.0,0.02
157,0.0,79.0,0.02
158,1.0,95.0,0.02
159,1.0,97.0,0.02
160,1.0,98.0,0.02
161,1.0,97.0,0.02
162,0.0,58.0,0.02
163,1.0,98.0,0.02
164,1.0,98.0,0.02
165,1.0,98.0,0.02
166,1.0,96.0,0.02
167,1.0,98.0,0.02
168,1.0,96.0,0.02
169,1.0,29.0,0.02
170,1.0,98.0,0.02
171,0.0,0.0,0.02
172,1.0,98.0,0.02
173,0.0,28.0,0.14
174,1.0,98.0,0.02
175,1.0,98.0,0.12
176,1.0,98.0,0.02
177,1.0,98.0,0.02
178,0.0,24.0,0.02
179,1.0,98.0,0.02
180,1.0,97.0,0.02
181,1.0,98.0,0.02
182,1.0,98.0,0.02
183,0.0,35.0,0.049099999999999984
184,1.0,98.0,0.02
185,1.0,93.0,0.02
186,0.0,12.0,0.02910000000000001
187,0.0,69.0,0.02
188,1.0,98.0,0.02
189,1.0,95.0,0.02
190,0.0,82.0,0.02
191,1.0,96.0,0.02
192,1.0,98.0,0.02
193,1.0,98.0,0.009899999999999997
194,0.0,5.0,0.02
195,0.0,24.0,0.02
196,1.0,98.0,0.14
197,0.0,37.0,0.02
198,1.0,98.0,0.02
199,1.0,98.0,0.02
200,1.0,97.0,0.02
201,0.0,49.0,0.02
202,1.0,97.0,0.02
203,1.0,66.0,0.02
204,1.0,98.0,0.02
205,1.0,98.0,0.02
206,1.0,94.0,0.16
207,1.0,98.0,0.02
208,1.0,98.0,0.02
209,1.0,98.0,0.02
210,1.0,98.0,0.02
211,1.0,98.0,0.02
212,1.0,96.0,0.02
213,0.0,13.0,0.02
214,1.0,98.0,0.02
215,0.0,95.0,0.02
216,1.0,98.0,0.02
217,1.0,98.0,0.02
218,1.0,98.0,0.02
219,1.0,94.0,0.02
220,1.0,96.0,0.02
221,1.0,98.0,0.02
222,1.0,98.0,0.02
223,1.0,29.0,0.02
224,1.0,72.0,0.02
225,0.0,-45.0,0.02
226,0.0,11.0,0.02
227,0.0,0.0,0.02
228,1.0,0.0,0.02
229,1.0,0.0,0.02
230,0.0,0.0,0.02
231,0.0,2.0,0.02
232,1.0,49.0,0.02
233,1.0,49.0,0.02
234,1.0,49.0,0.02
235,0.0,49.0,0.02
236,1.0,49.0,0.02
237,1.0,49.0,0.02
238,1.0,-4.0,0.02
239,1.0,49.0,0.02
240,1.0,49.0,0.02
241,1.0,49.0,0.02
242,1.0,47.0,0.02
243,0.0,49.0,0.02
244,1.0,49.0,0.02
245,1.0,50.0,0.1
246,1.0,49.0,0.02
247,1.0,49.0,0.02
248,0.0,48.0,0.02
249,1.0,48.0,0.02
250,1.0,49.0,0.02
251,1.0,49.0,0.02
252,0.0,49.0,0.02
253,1.0,49.0,0.02
254,0.0,29.0,0.02
255,1.0,49.0,0.02
256,1.0,19.0,0.22
257,1.0,49.0,0.02
258,1.0,49.0,0.02
259,1.0,9.0,0.02
260,1.0,49.0,0.18
261,1.0,48.0,0.02
262,1.0,49.0,0.02
263,0.0,9.0,0.02
264,1.0,49.0,0.02
265,1.0,49.0,0.02
266,1.0,49.0,0.02
267,1.0,49.0,0.02
268,0.0,37.0,0.02
269,1.0,49.0,0.02
270,0.0,48.0,0.02
271,1.0,49.0,0.02
272,0.0,11.0,0.02
273,0.0,-3.0,0.02
274,1.0,49.0,0.02
275,0.0,48.0,0.02
276,1.0,49.0,0.02
277,1.0,49.0,0.02
278,0.0,-37.0,0.02
279,1.0,49.0,0.02
280,1.0,25.0,0.18
281,1.0,49.0,0.02
282,1.0,-64.0,0.02
283,0.0,1.0,0.02
284,0.0,22.0,0.02
285,0.0,0.0,0.02
286,1.0,83.0,0.02
287,1.0,98.0,0.02
288,1.0,97.0,0.02
289,0.0,43.0,0.02
290,1.0,97.0,0.02
291,1.0,98.0,0.02
292,1.0,98.0,0.02
293,1.0,98.0,0.02
294,1.0,98.0,0.02
295,0.0,-80.0,0.02
296,1.0,98.0,0.02
297,1.0,98.0,0.02
298,0.0,20.0,0.02
299,1.0,98.0,0.02
300,0.0,47.0,0.02
301,0.0,87.0,0.02
302,0.0,-43.0,0.02
303,1.0,96.0,0.02
304,1.0,98.0,0.02
305,1.0,97.0,0.02
306,1.0,98.0,0.02
307,1.0,97.0,0.02
308,1.0,98.0,0.02
309,1.0,98.0,0.2
310,1.0,98.0,0.02
311,0.0,6.0,0.02
312,1.0,97.0,0.02
313,0.0,4.0,0.02
314,1.0,97.0,0.02
315,1.0,98.0,0.02
316,0.0,94.0,0.02
317,1.0,98.0,0.02
318,1.0,97.0,0.02
319,1.0,96.0,0.1611
320,1.0,98.0,0.009899999999999997
321,1.0,98.0,0.009899999999999997
322,1.0,98.0,0.009899999999999997
323,1.0,98.0,0.009899999999999997
324,1.0,98.0,0.009899999999999997
325,1.0,98.0,0.009899999999999997
326,1.0,97.0,0.009899999999999997
327,1.0,98.0,0.009899999999999997
328,0.0,2.0,0.009899999999999997
329,1.0,98.0,0.0651
330,0.0,69.0,0.009899999999999997
331,1.0,98.0,0.05640000000000001
332,0.0,40.0,0.009899999999999997
333,1.0,96.0,0.10559999999999999
334,1.0,98.0,0.03840000000000001
335,1.0,96.0,0.03840000000000001
336,1.0,96.0,0.009899999999999997
337,1.0,98.0,0.03840000000000001
338,1.0,98.0,0.05640000000000001
339,0.0,26.0,0.009899999999999997
340,1.0,97.0,0.009899999999999997
341,1.0,98.0,0.01959999999999999
342,1.0,96.0,0.009899999999999997
343,1.0,98.0,0.009899999999999997
344,1.0,97.0,0.009899999999999997
345,1.0,98.0,0.009899999999999997
346,0.0,91.0,0.009899999999999997
347,0.0,-83.0,0.009899999999999997
348,0.0,0.0,0.009899999999999997
349,1.0,0.0,0.019599999999999992
350,0.0,-1.0,0.009899999999999997
351,0.0,0.0,0.009899999999999997
352,0.0,-2.0,0.009899999999999997
353,0.0,-1.0,0.009899999999999997
354,0.0,0.0,0.009899999999999997
355,1.0,96.0,0.009899999999999997
356,0.0,-46.0,0.009899999999999997
357,1.0,49.0,0.009899999999999997
358,0.0,4.0,0.009899999999999997
359,0.0,16.0,0.009899999999999997
360,0.0,49.0,0.009899999999999997
361,1.0,49.0,0.009899999999999997
362,1.0,49.0,0.009899999999999997
363,0.0,47.0,0.009899999999999997
364,0.0,48.0,0.009899999999999997
365,1.0,49.0,0.009899999999999997
366,1.0,48.0,0.009899999999999997
367,1.0,49.0,0.009899999999999997
368,0.0,-1.0,0.009899999999999997
369,1.0,48.0,0.009899999999999997
370,0.0,44.0,0.009899999999999997
371,0.0,48.0,0.009899999999999997
372,1.0,49.0,0.009899999999999997
373,1.0,49.0,0.009899999999999997
374,0.0,62.0,0.009899999999999997
375,1.0,49.0,0.009899999999999997
376,1.0,49.0,0.056400000000000006
377,1.0,49.0,0.009899999999999997
378,0.0,1.0,0.009899999999999997
379,1.0,49.0,0.009899999999999997
380,0.0,48.0,0.009899999999999997
381,1.0,49.0,0.009899999999999997
382,1.0,49.0,0.009899999999999997
383,0.0,32.0,0.009899999999999997
384,0.0,15.0,0.009899999999999997
385,1.0,24.0,0.009899999999999997
386,0.0,48.0,0.009899999999999997
387,1.0,49.0,0.009899999999999997
388,1.0,49.0,0.009899999999999997
389,1.0,49.0,0.009899999999999997
390,1.0,49.0,0.009899999999999997
391,1.0,3.0,0.009899999999999997
392,1.0,49.0,0.009899999999999997
393,0.0,13.0,0.009899999999999997
394,0.0,21.0,0.009899999999999997
395,0.0,13.0,0.009899999999999997
396,1.0,49.0,0.009899999999999997
397,1.0,49.0,0.009899999999999997
398,1.0,49.0,0.009899999999999997
399,0.0,48.0,0.009899999999999997
400,1.0,49.0,0.009899999999999997
401,0.0,13.0,0.009899999999999997
402,1.0,-2.0,0.009899999999999997
403,1.0,4.0,0.009899999999999997
404,1.0,49.0,0.009899999999999997
405,0.0,6.0,0.009899999999999997
406,0.0,45.0,0.009899999999999997
407,1.0,49.0,0.009899999999999997
408,1.0,49.0,0.009899999999999997
409,1.0,49.0,0.009899999999999997
410,1.0,48.0,0.009899999999999997
411,0.0,9.0,0.009899999999999997
412,0.0,15.0,0.009899999999999997
413,0.0,9.0,0.009899999999999997
414,1.0,48.0,0.009899999999999997
415,0.0,49.0,0.009899999999999997
416,1.0,49.0,0.009899999999999997
417,1.0,49.0,0.009899999999999997
418,0.0,2.0,0.009899999999999997
419,1.0,49.0,0.009899999999999997
420,0.0,0.0,0.009899999999999997
421,0.0,33.0,0.009899999999999997
422,0.0,48.0,0.009899999999999997
423,0.0,49.0,0.009899999999999997
424,1.0,49.0,0.009899999999999997
425,1.0,49.0,0.009899999999999997
426,0.0,37.0,0.009899999999999997
427,1.0,49.0,0.009899999999999997
428,1.0,49.0,0.009899999999999997
429,1.0,49.0,0.009899999999999997
430,0.0,48.0,0.009899999999999997
431,1.0,49.0,0.009899999999999997
432,0.0,22.0,0.009899999999999997
433,1.0,49.0,0.009899999999999997
434,1.0,49.0,0.009899999999999997
435,0.0,9.0,0.009899999999999997
436,1.0,49.0,0.009899999999999997
437,1.0,49.0,0.009899999999999997
438,1.0,49.0,0.009899999999999997
439,1.0,49.0,0.009899999999999997
440,1.0,4.0,0.009899999999999997
441,1.0,49.0,0.009899999999999997
442,1.0,49.0,0.009899999999999997
443,1.0,49.0,0.009899999999999997
444,0.0,48.0,0.009899999999999997
445,1.0,47.0,0.009899999999999997
446,1.0,49.0,0.009899999999999997
447,0.0,1.0,0.009899999999999997
448,1.0,49.0,0.009899999999999997
449,0.0,47.0,0.009899999999999997
450,1.0,49.0,0.009899999999999997
451,1.0,49.0,0.009899999999999997
452,0.0,6.0,0.009899999999999997
453,1.0,49.0,0.009899999999999997
454,1.0,49.0,0.009899999999999997
455,1.0,46.0,0.009899999999999997
456,1.0,12.0,0.009899999999999997
457,1.0,49.0,0.009899999999999997
458,0.0,49.0,0.009899999999999997
459,0.0,48.0,0.009899999999999997
460,0.0,49.0,0.009899999999999997
461,1.0,49.0,0.009899999999999997
462,1.0,48.0,0.009899999999999997
463,1.0,21.0,0.009899999999999997
464,1.0,49.0,0.009899999999999997
465,0.0,9.0,0.009899999999999997
466,0.0,48.0,0.009899999999999997
467,0.0,49.0,0.009899999999999997
468,1.0,49.0,0.009899999999999997
469,1.0,49.0,0.009899999999999997
470,0.0,0.0,0.009899999999999997
471,1.0,49.0,0.009899999999999997
472,0.0,13.0,0.009899999999999997
473,1.0,49.0,0.009899999999999997
474,1.0,49.0,0.009899999999999997
475,1.0,48.0,0.009899999999999997
476,1.0,23.0,0.009899999999999997
477,1.0,49.0,0.009899999999999997
478,1.0,39.0,0.009899999999999997
479,1.0,49.0,0.009899999999999997
480,1.0,49.0,0.009899999999999997
481,0.0,30.0,0.009899999999999997
482,1.0,49.0,0.009899999999999997
483,0.0,44.0,0.009899999999999997
484,1.0,26.0,0.009899999999999997
485,1.0,30.0,0.009899999999999997
486,1.0,19.0,0.009899999999999997
487,0.0,49.0,0.009899999999999997
488,1.0,49.0,0.009899999999999997
489,1.0,49.0,0.01959999999999999
490,1.0,6.0,0.009899999999999997
491,1.0,49.0,0.009899999999999997
492,0.0,36.0,0.009899999999999997
493,0.0,1.0,0.009899999999999997
494,1.0,38.0,0.009899999999999997
495,0.0,21.0,0.009899999999999997
496,1.0,49.0,0.009899999999999997
497,1.0,49.0,0.009899999999999997
498,1.0,49.0,0.009899999999999997
499,1.0,48.0,0.009899999999999997
500,1.0,49.0,0.009899999999999997
501,1.0,49.0,0.009899999999999997
502,1.0,49.0,0.009899999999999997
503,1.0,16.0,0.009899999999999997
504,0.0,12.0,0.01959999999999999
505,1.0,49.0,0.009899999999999997
506,1.0,49.0,0.009899999999999997
507,1.0,49.0,0.009899999999999997
508,0.0,44.0,0.009899999999999997
509,1.0,45.0,0.009899999999999997
510,1.0,49.0,0.009899999999999997
511,1.0,49.0,0.009899999999999997
512,0.0,48.0,0.009899999999999997
513,1.0,49.0,0.009899999999999997
514,1.0,39.0,0.009899999999999997
515,1.0,48.0,0.009899999999999997
516,1.0,49.0,0.009899999999999997
517,1.0,11.0,0.009899999999999997
518,1.0,16.0,0.009899999999999997
519,0.0,19.0,0.009899999999999997
520,1.0,49.0,0.009899999999999997
521,1.0,9.0,0.009899999999999997
522,1.0,49.0,0.009899999999999997
523,1.0,49.0,0.009899999999999997
524,0.0,9.0,0.009899999999999997
525,1.0,49.0,0.009899999999999997
526,0.0,23.0,0.009899999999999997
527,1.0,25.0,0.009899999999999997
528,0.0,11.0,0.009899999999999997
529,0.0,49.0,0.009899999999999997
530,1.0,49.0,0.009899999999999997
531,0.0,4.0,0.009899999999999997
532,1.0,49.0,0.009899999999999997
533,1.0,49.0,0.009899999999999997
534,1.0,49.0,0.009899999999999997
535,1.0,49.0,0.009899999999999997
536,1.0,49.0,0.009899999999999997
537,1.0,49.0,0.009899999999999997
538,0.0,44.0,0.009899999999999997
539,1.0,49.0,0.009899999999999997
540,1.0,19.0,0.009899999999999997
541,1.0,49.0,0.009899999999999997
542,0.0,46.0,0.009899999999999997
543,1.0,49.0,0.009899999999999997
544,1.0,49.0,0.009899999999999997
545,1.0,40.0,0.009899999999999997
546,0.0,0.0,0.009899999999999997
547,0.0,49.0,0.009899999999999997
548,0.0,36.0,0.009899999999999997
549,1.0,49.0,0.009899999999999997
550,1.0,49.0,0.009899999999999997
551,1.0,49.0,0.009899999999999997
552,0.0,48.0,0.009899999999999997
553,0.0,33.0,0.009899999999999997
554,1.0,8.0,0.009899999999999997
555,1.0,49.0,0.009899999999999997
556,0.0,8.0,0.009899999999999997
557,0.0,49.0,0.009899999999999997
558,1.0,3.0,0.009899999999999997
559,1.0,49.0,0.009899999999999997
560,1.0,49.0,0.009899999999999997
561,0.0,49.0,0.009899999999999997
562,0.0,-1.0,0.009899999999999997
563,0.0,37.0,0.009899999999999997
564,0.0,34.0,0.009899999999999997
565,0.0,49.0,0.009899999999999997
566,0.0,6.0,0.009899999999999997
567,1.0,49.0,0.009899999999999997
568,0.0,4.0,0.009899999999999997
569,1.0,49.0,0.009899999999999997
570,0.0,48.0,0.009899999999999997
571,0.0,46.0,0.009899999999999997
572,1.0,49.0,0.009899999999999997
573,0.0,49.0,0.009899999999999997
574,1.0,49.0,0.009899999999999997
575,1.0,49.0,0.009899999999999997
576,1.0,49.0,0.009899999999999997
577,1.0,49.0,0.009899999999999997
578,0.0,20.0,0.009899999999999997
579,1.0,49.0,0.009899999999999997
580,1.0,49.0,0.009899999999999997
581,0.0,49.0,0.009899999999999997
582,0.0,49.0,0.009899999999999997
583,0.0,40.0,0.009899999999999997
584,1.0,49.0,0.009899999999999997
585,0.0,28.0,0.009899999999999997
586,1.0,47.0,0.009899999999999997
587,1.0,49.0,0.009899999999999997
588,0.0,49.0,0.009899999999999997
589,1.0,30.0,0.009899999999999997
590,1.0,49.0,0.009899999999999997
591,1.0,49.0,0.009899999999999997
592,1.0,49.0,0.009899999999999997
593,1.0,49.0,0.009899999999999997
594,0.0,8.0,0.009899999999999997
595,0.0,48.0,0.009899999999999997
596,0.0,48.0,0.009899999999999997
597,0.0,7.0,0.009899999999999997
598,1.0,49.0,0.009899999999999997
599,1.0,49.0,0.009899999999999997
600,1.0,49.0,0.009899999999999997
601,1.0,49.0,0.23759999999999984
602,1.0,49.0,0.019599999999999992
603,0.0,6.0,0.009899999999999997
604,0.0,49.0,0.009899999999999997
605,1.0,49.0,0.009899999999999997
606,1.0,49.0,0.009899999999999997
607,1.0,49.0,0.009899999999999997
608,1.0,49.0,0.009899999999999997
609,0.0,17.0,0.009899999999999997
610,1.0,33.0,0.009899999999999997
611,1.0,49.0,0.009899999999999997
612,1.0,49.0,0.009899999999999997
613,0.0,4.0,0.009899999999999997
614,1.0,49.0,0.009899999999999997
615,0.0,15.0,0.009899999999999997
616,0.0,7.0,0.009899999999999997
617,1.0,49.0,0.009899999999999997
618,1.0,49.0,0.009899999999999997
619,1.0,49.0,0.009899999999999997
620,1.0,49.0,0.009899999999999997
621,1.0,49.0,0.009899999999999997
622,1.0,49.0,0.009899999999999997
623,1.0,49.0,0.009899999999999997
624,1.0,49.0,0.009899999999999997
625,0.0,29.0,0.009899999999999997
626,1.0,49.0,0.009899999999999997
627,1.0,49.0,0.009899999999999997
628,0.0,35.0,0.009899999999999997
629,1.0,49.0,0.009899999999999997
630,1.0,49.0,0.009899999999999997
631,1.0,49.0,0.009899999999999997
632,1.0,49.0,0.009899999999999997
633,1.0,49.0,0.009899999999999997
634,1.0,49.0,0.009899999999999997
635,1.0,8.0,0.009899999999999997
636,1.0,49.0,0.009899999999999997
637,1.0,43.0,0.009899999999999997
638,1.0,43.0,0.009899999999999997
639,0.0,28.0,0.009899999999999997
640,1.0,32.0,0.009899999999999997
641,1.0,49.0,0.009899999999999997
642,1.0,49.0,0.009899999999999997
643,1.0,49.0,0.01959999999999999
644,0.0,16.0,0.009899999999999997
645,0.0,47.0,0.009899999999999997
646,1.0,49.0,0.009899999999999997
647,0.0,32.0,0.009899999999999997
648,1.0,49.0,0.009899999999999997
649,1.0,1.0,0.009899999999999997
650,1.0,49.0,0.009899999999999997
651,1.0,49.0,0.009899999999999997
652,0.0,27.0,0.009899999999999997
653,0.0,49.0,0.009899999999999997
654,1.0,49.0,0.009899999999999997
655,1.0,49.0,0.009899999999999997
656,1.0,49.0,0.009899999999999997
657,0.0,49.0,0.009899999999999997
658,1.0,49.0,0.009899999999999997
659,1.0,49.0,0.009899999999999997
660,1.0,49.0,0.009899999999999997
661,0.0,49.0,0.009899999999999997
662,0.0,49.0,0.009899999999999997
663,0.0,49.0,0.009899999999999997
664,1.0,29.0,0.009899999999999997
665,0.0,48.0,0.009899999999999997
666,1.0,49.0,0.009899999999999997
667,1.0,49.0,0.009899999999999997
668,0.0,12.0,0.009899999999999997
669,1.0,49.0,0.009899999999999997
670,0.0,48.0,0.009899999999999997
671,1.0,34.0,0.009899999999999997
672,1.0,38.0,0.009899999999999997
673,1.0,49.0,0.009899999999999997
674,0.0,17.0,0.009899999999999997
675,0.0,47.0,0.009899999999999997
676,0.0,9.0,0.009899999999999997
677,1.0,49.0,0.009899999999999997
678,0.0,14.0,0.009899999999999997
679,1.0,98.0,0.009899999999999997
680,1.0,98.0,0.009899999999999997
681,1.0,98.0,0.009899999999999997
682,1.0,98.0,0.009899999999999997
683,1.0,98.0,0.009899999999999997
684,0.0,4.0,0.009899999999999997
685,0.0,11.0,0.009899999999999997
686,1.0,98.0,0.009899999999999997
687,1.0,94.0,0.009899999999999997
688,1.0,97.0,0.009899999999999997
689,1.0,98.0,0.009899999999999997
690,0.0,18.0,0.009899999999999997
691,1.0,98.0,0.009899999999999997
692,1.0,97.0,0.009899999999999997
693,1.0,96.0,0.009899999999999997
694,1.0,98.0,0.009899999999999997
695,1.0,98.0,0.009899999999999997
696,1.0,98.0,0.009899999999999997
697,1.0,98.0,0.009899999999999997
698,1.0,97.0,0.009899999999999997
699,1.0,98.0,0.009899999999999997
700,1.0,98.0,0.009899999999999997
701,0.0,43.0,0.009899999999999997
702,1.0,98.0,0.009899999999999997
703,0.0,30.0,0.009899999999999997
704,0.0,83.0,0.009899999999999997
705,0.0,75.0,0.009899999999999997
706,1.0,96.0,0.009899999999999997
707,0.0,-65.0,0.009899999999999997
708,0.0,3.0,0.009899999999999997
709,1.0,96.0,0.009899999999999997
710,1.0,98.0,0.009899999999999997
711,0.0,76.0,0.009899999999999997
712,1.0,98.0,0.009899999999999997
713,1.0,98.0,0.009899999999999997
714,1.0,98.0,0.009899999999999997
715,1.0,98.0,0.009899999999999997
716,1.0,98.0,0.009899999999999997
717,1.0,97.0,0.009899999999999997
718,1.0,95.0,0.009899999999999997
719,0.0,43.0,0.009899999999999997
720,1.0,98.0,0.009899999999999997
721,1.0,98.0,0.009899999999999997
722,0.0,-65.0,0.009899999999999997
723,0.0,0.0,0.009899999999999997
724,0.0,1.0,0.009899999999999997
725,1.0,98.0,0.009899999999999997
726,1.0,26.0,0.009899999999999997
727,1.0,98.0,0.009899999999999997
728,0.0,-12.0,0.009899999999999997
729,1.0,98.0,0.009899999999999997
730,1.0,98.0,0.009899999999999997
731,1.0,98.0,0.009899999999999997
732,0.0,29.0,0.009899999999999997
733,1.0,98.0,0.009899999999999997
734,0.0,-2.0,0.009899999999999997
735,1.0,96.0,0.009899999999999997
736,1.0,98.0,0.009899999999999997
737,1.0,97.0,0.009899999999999997
738,1.0,98.0,0.009899999999999997
739,0.0,66.0,0.009899999999999997
740,1.0,96.0,0.009899999999999997
741,0.0,86.0,0.009899999999999997
742,1.0,97.0,0.009899999999999997
743,1.0,96.0,0.009899999999999997
744,1.0,98.0,0.009899999999999997
745,1.0,98.0,0.009899999999999997
746,1.0,98.0,0.009899999999999997
747,1.0,98.0,0.009899999999999997
748,0.0,15.0,0.009899999999999997
749,0.0,52.0,0.009899999999999997
750,0.0,-5.0,0.009899999999999997
751,1.0,96.0,0.009899999999999997
752,1.0,96.0,0.009899999999999997
753,1.0,98.0,0.009899999999999997
754,1.0,98.0,0.009899999999999997
755,0.0,46.0,0.009899999999999997
756,0.0,43.0,0.009899999999999997
757,1.0,98.0,0.009899999999999997
758,0.0,74.0,0.009899999999999997
759,1.0,98.0,0.009899999999999997
760,0.0,-44.0,0.009899999999999997
761,1.0,98.0,0.009899999999999997
762,1.0,97.0,0.009899999999999997
763,1.0,98.0,0.009899999999999997
764,0.0,95.0,0.009899999999999997
765,1.0,98.0,0.009899999999999997
766,1.0,98.0,0.009899999999999997
767,1.0,98.0,0.009899999999999997
768,1.0,96.0,0.009899999999999997
769,0.0,14.0,0.01959999999999999
770,1.0,97.0,0.009899999999999997
771,0.0,-51.0,0.009899999999999997
772,0.0,0.0,0.009899999999999997
773,1.0,1.0,0.009899999999999997
774,0.0,0.0,0.009899999999999997
775,0.0,31.0,0.009899999999999997
776,0.0,1.0,0.009899999999999997
777,1.0,96.0,0.009899999999999997
778,0.0,8.0,0.009899999999999997
779,1.0,92.0,0.009899999999999997
780,0.0,77.0,0.009899999999999997
781,1.0,98.0,0.009899999999999997
782,1.0,96.0,0.009899999999999997
783,1.0,98.0,0.009899999999999997
784,1.0,98.0,0.009899999999999997
785,1.0,98.0,0.009899999999999997
786,1.0,98.0,0.009899999999999997
787,0.0,91.0,0.009899999999999997
788,1.0,98.0,0.009899999999999997
789,1.0,98.0,0.009899999999999997
790,1.0,97.0,0.009899999999999997
791,1.0,31.0,0.009899999999999997
792,1.0,96.0,0.009899999999999997
793,1.0,98.0,0.009899999999999997
794,0.0,36.0,0.009899999999999997
795,1.0,95.0,0.009899999999999997
796,1.0,95.0,0.009899999999999997
797,0.0,55.0,0.009899999999999997
798,0.0,43.0,0.009899999999999997
799,0.0,41.0,0.009899999999999997
800,1.0,98.0,0.009899999999999997
801,1.0,98.0,0.009899999999999997
802,1.0,97.0,0.009899999999999997
803,1.0,98.0,0.009899999999999997
804,1.0,98.0,0.009899999999999997
805,0.0,38.0,0.009899999999999997
