Episode,Hit,SR,Variance
153,0.0,-2.0,0.9995999999999998
154,1.0,98.0,0.03959999999999999
155,0.0,71.0,0.22590000000000007
156,1.0,98.0,0.03959999999999999
157,1.0,98.0,0.03959999999999999
158,0.0,21.0,0.18589999999999995
159,1.0,98.0,0.03959999999999999
160,1.0,98.0,0.03959999999999999
161,0.0,-1.0,0.6299000000000001
162,1.0,98.0,0.03959999999999999
163,1.0,98.0,0.03959999999999999
164,0.0,-69.0,0.4138999999999999
165,1.0,98.0,0.03959999999999999
166,0.0,22.0,0.9516000000000001
167,1.0,98.0,0.03959999999999999
168,1.0,98.0,0.03959999999999999
169,0.0,63.0,0.25309999999999994
170,0.0,42.0,0.8236000000000004
171,0.0,47.0,0.26909999999999995
172,1.0,98.0,0.03959999999999999
173,1.0,98.0,0.03959999999999999
174,1.0,96.0,0.07839999999999997
175,1.0,98.0,0.03959999999999999
176,1.0,98.0,0.03959999999999999
177,1.0,98.0,0.03959999999999999
178,1.0,96.0,0.07839999999999997
179,0.0,68.0,0.23759999999999992
180,1.0,96.0,0.07839999999999997
181,1.0,98.0,0.03959999999999999
182,1.0,98.0,0.03959999999999999
183,1.0,98.0,0.03959999999999999
184,1.0,98.0,0.03959999999999999
185,0.0,80.0,0.3600000000000001
186,0.0,40.0,0.8399999999999997
187,1.0,98.0,0.03959999999999999
188,1.0,98.0,0.03959999999999999
189,1.0,98.0,0.03959999999999999
190,0.0,83.0,0.16110000000000002
191,1.0,96.0,0.07839999999999997
192,1.0,96.0,0.07839999999999997
193,1.0,98.0,0.03959999999999999
194,0.0,64.0,0.5903999999999999
195,1.0,98.0,0.03959999999999999
196,1.0,-10.0,0.9900000000000003
197,0.0,-46.0,0.7884000000000003
198,0.0,-8.0,0.9936000000000001
199,0.0,0.0,0.3
200,0.0,-1.0,0.06989999999999999
201,0.0,-1.0,0.049899999999999986
202,0.0,0.0,0.04
203,0.0,0.0,0.04
204,0.0,21.0,0.20589999999999992
205,1.0,96.0,0.07839999999999997
206,1.0,96.0,0.07839999999999997
207,0.0,53.0,0.2690999999999999
208,0.0,7.0,0.08509999999999998
209,0.0,17.0,0.1611
210,0.0,70.0,0.22999999999999993
211,1.0,98.0,0.03959999999999999
212,1.0,98.0,0.03959999999999999
213,1.0,98.0,0.03959999999999999
214,1.0,98.0,0.03959999999999999
215,0.0,-91.0,0.10189999999999998
216,0.0,0.0,0.02
217,0.0,-1.0,0.049899999999999986
218,1.0,38.0,0.8555999999999997
219,1.0,98.0,0.03959999999999999
220,1.0,96.0,0.07839999999999997
221,0.0,-78.0,0.39160000000000006
222,0.0,-5.0,0.5475
223,0.0,0.0,0.14
224,0.0,-1.0,0.049899999999999986
225,0.0,-1.0,0.06989999999999999
226,0.0,0.0,0.06
227,0.0,-2.0,0.07959999999999995
228,0.0,-2.0,0.059599999999999966
229,0.0,-2.0,0.07959999999999995
230,1.0,96.0,0.07839999999999996
231,0.0,93.0,0.08510000000000004
232,1.0,95.0,0.08750000000000002
233,1.0,98.0,0.03959999999999999
234,1.0,96.0,0.07839999999999997
235,1.0,98.0,0.03959999999999999
236,0.0,-76.0,0.42239999999999994
237,1.0,96.0,0.07839999999999997
238,1.0,98.0,0.03959999999999999
239,1.0,95.0,0.08750000000000004
240,1.0,96.0,0.07839999999999997
241,1.0,96.0,0.07839999999999997
242,1.0,98.0,0.03959999999999999
243,1.0,98.0,0.03959999999999999
244,0.0,14.0,0.14040000000000005
245,1.0,97.0,0.049100000000000005
246,0.0,36.0,0.8703999999999997
247,1.0,98.0,0.03959999999999999
248,1.0,97.0,0.04910000000000001
249,0.0,1.0,0.029900000000000003
250,0.0,48.0,0.2696
251,1.0,96.0,0.07839999999999997
252,1.0,98.0,0.03959999999999999
253,1.0,98.0,0.03959999999999999
254,1.0,97.0,0.04909999999999995
255,1.0,95.0,0.0675
256,1.0,97.0,0.049100000000000005
257,1.0,98.0,0.03959999999999999
258,1.0,96.0,0.07839999999999997
259,0.0,2.0,0.039599999999999975
260,1.0,98.0,0.03959999999999999
261,1.0,98.0,0.03959999999999999
262,1.0,96.0,0.05839999999999998
263,0.0,88.0,0.12560000000000002
264,1.0,98.0,0.03959999999999999
265,1.0,98.0,0.03959999999999999
266,1.0,98.0,0.03959999999999999
267,1.0,98.0,0.03959999999999999
268,1.0,98.0,0.03959999999999999
269,1.0,98.0,0.03959999999999999
270,1.0,96.0,0.07839999999999997
271,1.0,98.0,0.03959999999999999
272,0.0,38.0,0.2556000000000001
273,0.0,-47.0,0.6690999999999999
274,1.0,94.0,0.11640000000000002
275,0.0,58.0,0.26360000000000006
276,1.0,98.0,0.03959999999999999
277,1.0,98.0,0.03959999999999999
278,1.0,35.0,0.2475
279,0.0,53.0,0.2690999999999999
280,1.0,98.0,0.03959999999999999
281,0.0,96.0,0.05839999999999997
282,1.0,98.0,0.03959999999999999
283,0.0,66.0,0.5644000000000001
284,1.0,98.0,0.03959999999999999
285,1.0,94.0,0.11640000000000005
286,0.0,74.0,0.4524
287,1.0,98.0,0.03959999999999999
288,0.0,22.0,0.9516000000000001
289,1.0,96.0,0.07839999999999997
290,1.0,97.0,0.049100000000000005
291,0.0,-12.0,0.9856000000000001
292,0.0,-1.0,0.34989999999999993
293,0.0,0.0,0.02
294,0.0,-88.0,0.2256
295,0.0,0.0,0.02
296,0.0,9.0,0.10190000000000005
297,1.0,98.0,0.03959999999999999
298,1.0,98.0,0.03959999999999999
299,1.0,98.0,0.03959999999999999
300,1.0,96.0,0.07839999999999997
301,1.0,98.0,0.03959999999999999
302,0.0,37.0,0.25309999999999994
303,1.0,96.0,0.07839999999999997
304,1.0,97.0,0.049100000000000005
305,0.0,7.0,0.08509999999999998
306,1.0,98.0,0.03959999999999999
307,1.0,98.0,0.03959999999999999
308,0.0,-32.0,0.8976000000000005
309,1.0,98.0,0.03959999999999999
310,1.0,98.0,0.03959999999999999
311,1.0,98.0,0.03959999999999999
312,1.0,98.0,0.03959999999999999
313,1.0,97.0,0.049100000000000005
314,1.0,96.0,0.07839999999999997
315,1.0,39.0,0.2579
316,1.0,98.0,0.03959999999999999
317,1.0,96.0,0.07839999999999997
318,1.0,98.0,0.03959999999999999
319,0.0,92.0,0.09359999999999999
320,1.0,96.0,0.07839999999999996
321,0.0,-66.0,0.5643999999999999
322,0.0,86.0,0.16039999999999996
323,1.0,98.0,0.03959999999999999
324,1.0,98.0,0.03959999999999999
325,1.0,98.0,0.03959999999999999
326,1.0,98.0,0.03959999999999999
327,0.0,94.0,0.07640000000000001
328,1.0,96.0,0.07839999999999997
329,1.0,98.0,0.03959999999999999
330,1.0,98.0,0.03959999999999999
331,1.0,93.0,0.1251
332,1.0,97.0,0.049100000000000005
333,0.0,-6.0,0.9963999999999998
334,1.0,97.0,0.049100000000000005
335,1.0,-13.0,0.9730999999999999
336,0.0,0.0,0.02
337,0.0,0.0,0.84
338,0.0,0.0,0.1
339,0.0,-3.0,0.06909999999999997
340,0.0,0.0,0.08
341,1.0,98.0,0.03959999999999999
342,1.0,96.0,0.07839999999999997
343,1.0,98.0,0.03959999999999999
344,1.0,96.0,0.07839999999999996
345,0.0,70.0,0.51
346,1.0,96.0,0.07839999999999997
347,1.0,98.0,0.03959999999999999
348,1.0,97.0,0.049100000000000005
349,0.0,2.0,0.9996000000000003
350,1.0,96.0,0.07839999999999997
351,1.0,98.0,0.03959999999999999
352,1.0,96.0,0.07839999999999997
353,0.0,9.0,0.9819000000000002
354,1.0,96.0,0.07839999999999997
355,1.0,96.0,0.07839999999999997
356,1.0,98.0,0.03959999999999999
357,1.0,98.0,0.03959999999999999
358,1.0,97.0,0.049100000000000005
359,1.0,98.0,0.03959999999999999
360,1.0,94.0,0.11640000000000005
361,0.0,88.0,0.12560000000000002
362,0.0,66.0,0.2644
363,0.0,56.0,0.2664000000000001
364,0.0,-39.0,0.4578999999999999
365,0.0,0.0,0.04
366,1.0,22.0,0.9516000000000002
367,1.0,98.0,0.03959999999999999
368,1.0,98.0,0.03959999999999999
369,1.0,97.0,0.049100000000000005
370,0.0,94.0,0.11639999999999999
371,1.0,98.0,0.03959999999999999
372,0.0,-26.0,0.9323999999999998
373,1.0,98.0,0.03959999999999999
374,1.0,96.0,0.07839999999999997
375,1.0,98.0,0.03959999999999999
376,1.0,97.0,0.04910000000000001
377,1.0,98.0,0.03959999999999999
378,0.0,54.0,0.2683999999999999
379,1.0,97.0,0.049100000000000005
380,0.0,-20.0,0.9600000000000003
381,1.0,97.0,0.049100000000000005
382,0.0,57.0,0.2651
383,1.0,97.0,0.049100000000000005
384,0.0,-48.0,0.6696000000000002
385,1.0,4.0,0.9583999999999997
386,0.0,46.0,0.2884
387,0.0,40.0,0.26000000000000006
388,1.0,49.0,0.26990000000000003
389,0.0,48.0,0.26959999999999995
390,1.0,49.0,0.26990000000000003
391,1.0,49.0,0.26990000000000003
392,1.0,13.0,0.8530999999999999
393,0.0,28.0,0.2415999999999999
394,1.0,97.0,0.049100000000000005
395,0.0,40.0,0.26000000000000006
396,1.0,96.0,0.07839999999999997
397,1.0,98.0,0.03959999999999999
398,1.0,96.0,0.07839999999999997
399,0.0,76.0,0.20240000000000002
400,0.0,91.0,0.10189999999999998
401,0.0,-1.0,0.009899999999999997
402,0.0,-6.0,0.49639999999999973
403,0.0,0.0,0.02
404,0.0,1.0,0.5899000000000001
405,0.0,1.0,0.06989999999999999
406,0.0,-3.0,0.8090999999999999
407,0.0,86.0,0.26039999999999996
408,1.0,97.0,0.049100000000000005
409,1.0,98.0,0.03959999999999999
410,0.0,86.0,0.26039999999999996
411,1.0,98.0,0.03959999999999999
412,0.0,-5.0,0.9875000000000002
413,0.0,5.0,0.8874999999999997
414,0.0,-91.0,0.10190000000000002
415,0.0,55.0,0.2675
416,0.0,34.0,0.8844000000000003
417,1.0,0.0,1.0
418,0.0,6.0,0.11640000000000005
419,0.0,67.0,0.24110000000000006
420,0.0,5.0,0.9274999999999998
421,0.0,0.0,0.04
422,1.0,-2.0,0.9996
423,0.0,1.0,0.2699000000000001
424,0.0,-1.0,0.3899
425,0.0,0.0,0.04
426,1.0,98.0,0.03959999999999999
427,1.0,98.0,0.03959999999999999
428,1.0,98.0,0.03959999999999999
429,1.0,98.0,0.03959999999999999
430,1.0,98.0,0.03959999999999999
431,0.0,66.0,0.5644000000000001
432,1.0,96.0,0.07839999999999997
433,1.0,98.0,0.03959999999999999
434,1.0,98.0,0.03959999999999999
435,1.0,96.0,0.07839999999999996
436,1.0,98.0,0.03959999999999999
437,0.0,-72.0,0.4816000000000001
438,0.0,64.0,0.5903999999999999
439,0.0,2.0,0.039599999999999975
440,0.0,23.0,0.9371
441,0.0,-10.0,0.11
442,1.0,0.0,1.0
443,0.0,0.0,0.22
444,1.0,90.0,0.18999999999999997
445,1.0,98.0,0.03959999999999999
446,1.0,98.0,0.03959999999999999
447,0.0,14.0,0.14040000000000005
448,1.0,97.0,0.049100000000000005
449,1.0,98.0,0.03959999999999999
450,1.0,98.0,0.03959999999999999
451,1.0,96.0,0.07839999999999997
452,1.0,95.0,0.08749999999999997
453,1.0,97.0,0.049100000000000005
454,0.0,72.0,0.22159999999999996
455,0.0,39.0,0.2579
456,0.0,70.0,0.51
457,1.0,97.0,0.049100000000000005
458,1.0,98.0,0.03959999999999999
459,1.0,97.0,0.049100000000000005
460,1.0,97.0,0.049100000000000005
461,1.0,97.0,0.049100000000000005
462,0.0,-6.0,0.9963999999999998
463,1.0,98.0,0.03959999999999999
464,1.0,98.0,0.03959999999999999
465,1.0,98.0,0.03959999999999999
466,1.0,98.0,0.03959999999999999
467,1.0,98.0,0.03959999999999999
468,1.0,98.0,0.03959999999999999
469,0.0,16.0,0.9743999999999999
470,1.0,96.0,0.07839999999999997
471,1.0,98.0,0.03959999999999999
472,1.0,98.0,0.03959999999999999
473,1.0,97.0,0.049100000000000005
474,1.0,98.0,0.03959999999999999
475,1.0,97.0,0.049100000000000005
476,1.0,98.0,0.03959999999999999
477,0.0,-20.0,0.9600000000000003
478,1.0,96.0,0.07839999999999997
479,0.0,-30.0,0.91
480,1.0,98.0,0.03959999999999999
481,1.0,94.0,0.11640000000000005
482,0.0,83.0,0.16110000000000002
483,1.0,96.0,0.07839999999999997
484,1.0,97.0,0.049099999999999984
485,0.0,9.0,0.10190000000000005
486,1.0,98.0,0.03959999999999999
487,1.0,96.0,0.07839999999999997
488,1.0,97.0,0.049100000000000005
489,1.0,98.0,0.03959999999999999
490,1.0,97.0,0.049100000000000005
491,0.0,-30.0,0.91
492,1.0,59.0,0.26189999999999997
493,1.0,98.0,0.03959999999999999
494,0.0,8.0,0.9935999999999997
495,0.0,3.0,0.049099999999999984
496,0.0,-30.0,0.7300000000000001
497,0.0,0.0,0.08
498,0.0,-3.0,0.06909999999999997
499,0.0,35.0,0.24749999999999994
500,1.0,40.0,0.44
501,0.0,14.0,0.14040000000000005
502,0.0,49.0,0.2699
503,0.0,48.0,0.2896
504,1.0,49.0,0.26990000000000003
505,1.0,49.0,0.26990000000000003
506,1.0,49.0,0.26990000000000003
507,1.0,34.0,0.5444
508,1.0,48.0,0.26959999999999995
509,1.0,31.0,0.5939
510,1.0,49.0,0.26990000000000003
511,0.0,47.0,0.26909999999999995
512,1.0,11.0,0.8779000000000002
513,1.0,49.0,0.26990000000000003
514,1.0,49.0,0.26990000000000003
515,1.0,49.0,0.26990000000000003
516,0.0,29.0,0.2259
517,1.0,48.0,0.2896
518,0.0,4.0,0.058400000000000014
519,0.0,16.0,0.15439999999999998
520,1.0,48.0,0.26959999999999995
521,0.0,47.0,0.2890999999999999
522,1.0,50.0,0.27
523,1.0,49.0,0.26990000000000003
524,0.0,49.0,0.2699
525,1.0,40.0,0.44
526,1.0,48.0,0.26959999999999995
527,1.0,49.0,0.26990000000000003
528,1.0,49.0,0.26990000000000003
529,1.0,48.0,0.2896
530,0.0,40.0,0.41999999999999993
531,1.0,49.0,0.26990000000000003
532,1.0,49.0,0.26990000000000003
533,0.0,48.0,0.26959999999999995
534,1.0,49.0,0.26990000000000003
535,1.0,49.0,0.26990000000000003
536,1.0,49.0,0.26990000000000003
537,1.0,48.0,0.2896
538,1.0,49.0,0.26990000000000003
539,1.0,49.0,0.26990000000000003
540,1.0,49.0,0.26990000000000003
541,1.0,49.0,0.26990000000000003
542,1.0,49.0,0.26990000000000003
543,0.0,26.0,0.21240000000000003
544,0.0,23.0,0.19710000000000008
545,1.0,3.0,0.9691
546,1.0,49.0,0.26990000000000003
547,1.0,49.0,0.26990000000000003
548,1.0,49.0,0.26990000000000003
549,0.0,17.0,0.16110000000000002
550,1.0,49.0,0.26990000000000003
551,1.0,8.0,0.9136
552,0.0,18.0,0.16759999999999997
553,1.0,96.0,0.07839999999999996
554,1.0,96.0,0.07839999999999997
555,1.0,98.0,0.03959999999999999
556,1.0,-70.0,0.51
557,1.0,88.0,0.12560000000000004
558,1.0,96.0,0.07839999999999997
559,1.0,98.0,0.03959999999999999
560,1.0,98.0,0.03959999999999999
561,1.0,98.0,0.03959999999999999
562,0.0,95.0,0.0875
563,0.0,54.0,0.2683999999999999
564,0.0,32.0,0.8976000000000001
565,1.0,98.0,0.03959999999999999
566,0.0,84.0,0.15439999999999998
567,1.0,98.0,0.03959999999999999
568,1.0,98.0,0.03959999999999999
569,1.0,98.0,0.03959999999999999
570,1.0,98.0,0.03959999999999999
571,1.0,97.0,0.049100000000000005
572,0.0,-73.0,0.3571000000000001
573,1.0,98.0,0.03959999999999999
574,1.0,97.0,0.049100000000000005
575,0.0,-4.0,0.9983999999999998
576,0.0,52.0,0.26959999999999995
577,1.0,96.0,0.07839999999999997
578,1.0,96.0,0.07839999999999997
579,1.0,98.0,0.03959999999999999
580,1.0,98.0,0.03959999999999999
581,0.0,80.0,0.18000000000000005
582,1.0,98.0,0.03959999999999999
583,0.0,48.0,0.7696
584,0.0,97.0,0.04910000000000002
585,1.0,98.0,0.03959999999999999
586,0.0,94.0,0.07639999999999998
587,1.0,98.0,0.03959999999999999
588,0.0,35.0,0.24749999999999997
589,1.0,80.0,0.18
590,0.0,67.0,0.26110000000000005
591,0.0,89.0,0.11789999999999995
592,1.0,98.0,0.03959999999999999
593,1.0,96.0,0.07839999999999997
594,1.0,27.0,0.9170999999999998
595,1.0,98.0,0.03959999999999999
596,0.0,-23.0,0.5971000000000001
597,0.0,0.0,0.02
598,0.0,0.0,0.06
599,0.0,-2.0,0.019599999999999992
600,1.0,86.0,0.2603999999999999
601,1.0,97.0,0.049100000000000005
602,1.0,98.0,0.03959999999999999
603,1.0,98.0,0.03959999999999999
604,0.0,79.0,0.1858999999999999
605,1.0,98.0,0.03959999999999999
606,1.0,98.0,0.03959999999999999
607,1.0,98.0,0.03959999999999999
608,1.0,98.0,0.03959999999999999
609,1.0,97.0,0.049100000000000005
610,0.0,-24.0,0.9424000000000003
611,1.0,98.0,0.03959999999999999
612,1.0,97.0,0.04909999999999998
613,1.0,98.0,0.03959999999999999
614,0.0,2.0,0.039599999999999975
615,1.0,96.0,0.07839999999999997
616,0.0,-43.0,0.3850999999999999
617,1.0,98.0,0.03959999999999999
618,0.0,20.0,0.18
619,1.0,98.0,0.03959999999999999
620,1.0,96.0,0.07839999999999997
621,1.0,98.0,0.03959999999999999
622,1.0,98.0,0.03959999999999999
623,1.0,97.0,0.04910000000000001
624,1.0,96.0,0.07839999999999997
625,1.0,98.0,0.03959999999999999
626,1.0,98.0,0.03959999999999999
627,1.0,96.0,0.07839999999999997
628,1.0,98.0,0.03959999999999999
629,1.0,97.0,0.049100000000000005
630,1.0,98.0,0.03959999999999999
631,1.0,96.0,0.07839999999999997
632,1.0,95.0,0.08749999999999997
633,0.0,29.0,0.22589999999999988
634,1.0,96.0,0.07839999999999996
635,1.0,98.0,0.03959999999999999
636,1.0,98.0,0.03959999999999999
637,1.0,98.0,0.03959999999999999
638,0.0,36.0,0.2504
639,1.0,98.0,0.03959999999999999
640,0.0,-36.0,0.6304000000000002
641,1.0,0.0,1.0
642,1.0,90.0,0.18999999999999992
643,1.0,97.0,0.049100000000000005
644,1.0,98.0,0.03959999999999999
645,0.0,-59.0,0.28189999999999993
646,0.0,0.0,0.1
647,1.0,19.0,0.7739000000000001
648,0.0,25.0,0.2075
649,1.0,97.0,0.049100000000000005
650,1.0,97.0,0.049100000000000005
651,0.0,82.0,0.3276
652,0.0,-14.0,0.9803999999999996
653,0.0,-90.0,0.10999999999999996
654,0.0,0.0,0.02
655,0.0,-2.0,0.9595999999999999
656,0.0,1.0,0.049899999999999986
657,0.0,-2.0,0.059599999999999966
658,1.0,98.0,0.03959999999999999
659,1.0,96.0,0.07839999999999997
660,1.0,98.0,0.03959999999999999
661,0.0,4.0,0.9983999999999997
662,0.0,24.0,0.20240000000000002
663,1.0,96.0,0.07839999999999996
664,0.0,-98.0,0.03959999999999999
665,0.0,-4.0,0.33840000000000003
666,0.0,0.0,0.04
667,0.0,-1.0,0.06989999999999999
668,0.0,-1.0,0.1899000000000001
669,0.0,1.0,0.0699
670,0.0,11.0,0.7379000000000003
671,1.0,48.0,0.2896
672,0.0,-11.0,0.6979000000000002
673,0.0,1.0,0.029900000000000003
674,0.0,0.0,0.08
675,0.0,46.0,0.30839999999999995
676,0.0,49.0,0.26990000000000003
677,1.0,49.0,0.26990000000000003
678,0.0,48.0,0.26959999999999995
679,1.0,49.0,0.26990000000000003
680,0.0,49.0,0.2699
681,1.0,49.0,0.26990000000000003
682,1.0,48.0,0.2896
683,1.0,44.0,0.3464
684,1.0,49.0,0.26990000000000003
685,1.0,49.0,0.26990000000000003
686,0.0,48.0,0.26959999999999995
687,0.0,20.0,0.18
688,1.0,49.0,0.26990000000000003
689,1.0,48.0,0.2896
690,1.0,9.0,0.9019000000000003
691,1.0,6.0,0.9363999999999999
692,0.0,28.0,0.2215999999999999
693,0.0,47.0,0.2890999999999999
694,1.0,49.0,0.26990000000000003
695,0.0,49.0,0.2699
696,0.0,47.0,0.2891
697,1.0,49.0,0.26990000000000003
698,0.0,15.0,0.1475
699,1.0,49.0,0.26990000000000003
700,1.0,49.0,0.26990000000000003
701,1.0,28.0,0.6415999999999998
702,1.0,49.0,0.26990000000000003
703,1.0,47.0,0.26909999999999995
704,0.0,48.0,0.26959999999999995
705,1.0,49.0,0.26990000000000003
706,1.0,49.0,0.26990000000000003
707,1.0,48.0,0.26959999999999995
708,1.0,49.0,0.26990000000000003
709,1.0,49.0,0.26990000000000003
710,1.0,49.0,0.26990000000000003
711,1.0,49.0,0.26990000000000003
712,0.0,48.0,0.26959999999999995
713,0.0,1.0,0.029900000000000003
714,1.0,49.0,0.26990000000000003
715,0.0,36.0,0.2504
716,1.0,49.0,0.26990000000000003
717,1.0,49.0,0.26990000000000003
718,1.0,49.0,0.26990000000000003
719,1.0,49.0,0.26990000000000003
720,0.0,47.0,0.26909999999999995
721,1.0,1.0,0.9898999999999998
722,1.0,49.0,0.26990000000000003
723,0.0,0.0,0.02
724,0.0,48.0,0.26959999999999995
725,1.0,35.0,0.5275
726,0.0,-6.0,0.9963999999999997
727,1.0,49.0,0.26990000000000003
728,0.0,12.0,0.12560000000000004
729,0.0,21.0,0.7259000000000002
730,1.0,48.0,0.26959999999999995
731,1.0,48.0,0.2896
732,1.0,49.0,0.26990000000000003
733,1.0,49.0,0.26990000000000003
734,1.0,49.0,0.26990000000000003
735,1.0,49.0,0.26990000000000003
736,1.0,49.0,0.26990000000000003
737,0.0,36.0,0.2504
738,0.0,32.0,0.5376000000000001
739,1.0,49.0,0.26990000000000003
740,1.0,49.0,0.26990000000000003
741,1.0,49.0,0.26990000000000003
742,1.0,17.0,0.7811
743,0.0,12.0,0.12560000000000004
744,1.0,13.0,0.9331
745,0.0,34.0,0.24440000000000006
746,0.0,48.0,0.26959999999999995
747,1.0,48.0,0.2896
748,1.0,48.0,0.2896
749,0.0,0.0,0.02
750,0.0,49.0,0.26990000000000003
751,0.0,-18.0,0.9275999999999999
752,0.0,40.0,0.26
753,1.0,35.0,0.5275
754,1.0,49.0,0.26990000000000003
755,1.0,49.0,0.26990000000000003
756,1.0,49.0,0.26990000000000003
757,0.0,-6.0,0.9563999999999999
758,0.0,-3.0,0.8090999999999999
759,0.0,23.0,0.19710000000000008
760,0.0,48.0,0.26959999999999995
761,1.0,37.0,0.49310000000000004
762,0.0,44.0,0.2664
763,0.0,48.0,0.26959999999999995
