Episode,Hit,SR,MSE
127,1.0,1249.0,156.5099
128,1.0,1249.0,156.5099
129,1.0,1219.0,157.7139
130,1.0,1224.0,156.44240000000005
131,1.0,1204.0,167.99840000000003
132,1.0,1249.0,156.5099
133,1.0,1249.0,156.5099
134,1.0,1249.0,156.5099
135,0.0,1224.0,156.44240000000005
136,0.0,574.0,110.81239999999994
137,1.0,1249.0,156.5099
138,1.0,1249.0,156.5099
139,1.0,1249.0,156.5099
140,0.0,699.0,126.14989999999995
141,1.0,1249.0,156.5099
142,0.0,-1.0,0.009899999999999997
143,1.0,1249.0,156.5099
144,1.0,1215.0,165.2275
145,1.0,1249.0,156.5099
146,1.0,1249.0,156.5099
147,0.0,1249.0,156.5099
148,0.0,1224.0,156.44240000000005
149,1.0,1240.0,158.84
150,1.0,1210.0,159.99
151,1.0,1249.0,156.5099
152,0.0,1249.0,156.5099
153,1.0,1203.0,168.2491
154,1.0,1249.0,156.5099
155,1.0,1232.0,160.8976
156,1.0,1249.0,156.5099
157,1.0,1224.0,156.44240000000005
158,1.0,1224.0,156.44240000000005
159,1.0,1249.0,156.5099
160,0.0,1249.0,156.5099
161,0.0,747.0,131.72910000000005
162,1.0,1249.0,156.5099
163,1.0,1249.0,156.5099
164,1.0,1249.0,156.5099
165,0.0,1224.0,156.44240000000005
166,1.0,1249.0,156.5099
167,1.0,1249.0,156.5099
168,1.0,1238.0,159.3556
169,1.0,1249.0,156.5099
170,1.0,1249.0,156.5099
171,1.0,1201.0,168.74989999999997
172,1.0,1249.0,156.5099
173,1.0,1249.0,156.5099
174,1.0,1249.0,156.5099
175,1.0,1249.0,156.5099
176,0.0,1248.0,156.7696
177,1.0,1248.0,156.7696
178,1.0,1249.0,156.5099
179,1.0,1233.0,160.64109999999997
180,1.0,1249.0,156.5099
181,1.0,1249.0,156.5099
182,1.0,1249.0,156.5099
183,0.0,174.0,40.73239999999998
184,1.0,1249.0,156.5099
185,1.0,1216.0,164.97440000000003
186,1.0,1249.0,156.5099
187,1.0,1224.0,156.44240000000005
188,0.0,899.0,144.18990000000002
189,1.0,1226.0,162.43240000000006
190,1.0,1249.0,156.5099
191,0.0,1224.0,156.44240000000005
192,1.0,1249.0,156.5099
193,0.0,474.0,96.29239999999999
194,1.0,1249.0,156.5099
195,1.0,1224.0,156.44240000000005
196,0.0,1224.0,156.44240000000005
197,1.0,1234.0,160.3844
198,1.0,1223.0,156.69709999999998
199,0.0,1224.0,156.44240000000005
200,1.0,1203.0,168.2491
201,0.0,1249.0,156.5099
202,0.0,499.0,100.10989999999998
203,1.0,1249.0,156.5099
204,0.0,274.0,61.25239999999998
205,1.0,1242.0,158.3236
206,0.0,149.0,35.28990000000001
207,0.0,674.0,123.33240000000002
208,0.0,1224.0,156.44240000000005
209,1.0,1249.0,156.5099
210,0.0,474.0,96.29239999999999
211,0.0,199.0,46.049900000000015
212,0.0,1223.0,156.69709999999995
213,1.0,1222.0,163.45159999999998
214,1.0,1249.0,156.5099
215,1.0,1249.0,156.5099
216,1.0,1124.0,154.92240000000004
217,0.0,324.0,70.76239999999994
218,0.0,1224.0,156.44240000000005
219,0.0,1249.0,156.5099
220,0.0,1249.0,156.5099
221,1.0,399.0,84.08990000000001
222,1.0,1202.0,168.4996
223,0.0,424.0,88.2824
224,1.0,1249.0,156.5099
225,1.0,1249.0,156.5099
226,1.0,1249.0,156.5099
227,0.0,1224.0,156.44240000000005
228,1.0,1241.0,158.5819
229,1.0,1249.0,156.5099
230,1.0,1249.0,156.5099
231,0.0,1049.0,152.46990000000002
232,1.0,1249.0,156.5099
233,0.0,649.0,120.38990000000001
234,1.0,524.0,103.80239999999995
235,0.0,599.0,114.12989999999998
236,1.0,1248.0,156.7696
237,1.0,1249.0,156.5099
238,1.0,1249.0,156.5099
239,0.0,1024.0,151.40239999999997
240,0.0,1249.0,156.5099
241,0.0,1249.0,156.5099
242,0.0,199.0,46.049900000000015
243,1.0,1249.0,156.5099
244,1.0,1249.0,156.5099
245,1.0,1236.0,159.87040000000002
246,0.0,1199.0,156.24989999999997
247,1.0,1215.0,165.2275
248,0.0,1224.0,156.44240000000005
249,1.0,1224.0,156.44240000000005
250,1.0,1249.0,156.5099
251,1.0,1249.0,156.5099
252,0.0,1182.0,166.96759999999998
253,1.0,1249.0,156.5099
254,1.0,1248.0,156.7696
255,0.0,1223.0,156.69709999999995
256,1.0,1249.0,156.5099
257,1.0,1249.0,156.5099
258,0.0,49.0,12.269899999999998
259,1.0,1249.0,156.5099
260,1.0,1249.0,156.5099
261,1.0,1239.0,159.09789999999998
262,1.0,1185.0,166.2275
263,1.0,1249.0,156.5099
264,1.0,1249.0,156.5099
265,0.0,1074.0,153.4124
266,1.0,1249.0,156.5099
267,0.0,1099.0,154.2299
268,0.0,1249.0,156.5099
269,0.0,199.0,46.049900000000015
270,1.0,1249.0,156.5099
271,1.0,1249.0,156.5099
272,1.0,1249.0,156.5099
273,1.0,1249.0,156.5099
274,1.0,1249.0,156.5099
275,0.0,899.0,144.18990000000002
276,1.0,1249.0,156.5099
277,1.0,1249.0,156.5099
278,1.0,1233.0,160.64109999999997
279,1.0,1249.0,156.5099
280,1.0,1249.0,156.5099
281,1.0,1233.0,160.64109999999997
282,1.0,1249.0,156.5099
283,0.0,899.0,144.18990000000002
284,1.0,1249.0,156.5099
285,0.0,1224.0,156.44240000000005
286,0.0,1093.0,162.1051
287,1.0,1249.0,156.5099
288,0.0,1099.0,154.2299
289,1.0,1249.0,156.5099
290,1.0,1249.0,156.5099
291,1.0,1249.0,156.5099
292,0.0,1124.0,154.92240000000004
293,1.0,1249.0,156.5099
294,0.0,599.0,114.12989999999998
295,1.0,1249.0,156.5099
296,1.0,1249.0,156.5099
297,1.0,1214.0,165.4804
298,0.0,899.0,144.18990000000002
299,1.0,1249.0,156.5099
300,1.0,1223.0,156.69709999999995
301,0.0,724.0,128.84240000000005
302,1.0,1249.0,156.5099
303,1.0,1249.0,156.5099
304,0.0,399.0,84.08989999999999
305,1.0,1249.0,156.5099
306,0.0,924.0,145.8824
307,1.0,1249.0,156.5099
308,1.0,1249.0,156.5099
309,1.0,1249.0,156.5099
310,1.0,1249.0,156.5099
311,1.0,1241.0,158.5819
312,1.0,1249.0,156.5099
313,1.0,1249.0,156.5099
314,0.0,924.0,145.8824
315,1.0,1248.0,156.7696
316,1.0,1249.0,156.5099
317,1.0,1249.0,156.5099
318,0.0,1248.0,156.7696
319,0.0,1024.0,151.40239999999997
320,1.0,1217.0,164.72109999999998
321,1.0,1227.0,162.17710000000005
322,1.0,1249.0,156.5099
323,1.0,1249.0,156.5099
324,1.0,1210.0,166.49
325,1.0,1249.0,156.5099
326,0.0,1224.0,156.44240000000005
327,1.0,1248.0,156.7696
328,1.0,1249.0,156.5099
329,1.0,1249.0,156.5099
330,0.0,949.0,147.44990000000004
331,1.0,1249.0,156.5099
332,0.0,1224.0,156.44240000000005
333,0.0,1224.0,156.44240000000005
334,1.0,1249.0,156.5099
335,1.0,1249.0,156.5099
336,1.0,1226.0,162.43240000000006
337,0.0,499.0,100.10989999999998
338,0.0,849.0,140.42989999999998
339,1.0,1249.0,156.5099
340,0.0,898.0,144.37960000000004
341,0.0,649.0,120.38990000000001
342,0.0,349.0,75.32989999999998
343,1.0,1209.0,166.7419
344,1.0,1249.0,156.5099
345,1.0,1249.0,156.5099
346,0.0,474.0,96.29239999999999
347,0.0,591.0,128.16189999999997
348,0.0,74.0,18.212400000000002
349,1.0,1197.0,163.2491
350,0.0,699.0,126.14989999999995
351,1.0,1249.0,156.5099
352,1.0,1249.0,156.5099
353,1.0,1249.0,156.5099
354,1.0,1249.0,156.5099
355,1.0,1249.0,156.5099
356,0.0,1224.0,156.44240000000005
357,1.0,1224.0,156.44240000000005
358,1.0,1249.0,156.5099
359,1.0,1249.0,156.5099
360,0.0,274.0,61.25239999999996
361,0.0,349.0,75.32989999999998
362,1.0,1249.0,156.5099
363,1.0,1249.0,156.5099
364,1.0,1249.0,156.5099
365,1.0,1249.0,156.5099
366,0.0,-1.0,0.009899999999999997
367,1.0,1249.0,156.5099
368,1.0,1224.0,156.44240000000005
369,1.0,1249.0,156.5099
370,1.0,1249.0,156.5099
371,1.0,1249.0,156.5099
372,1.0,1249.0,156.5099
373,1.0,1249.0,156.5099
374,1.0,1245.0,157.5475
375,1.0,1249.0,156.5099
376,1.0,1207.0,167.2451
377,1.0,1248.0,156.7696
378,0.0,124.0,29.722400000000015
379,0.0,1149.0,155.48989999999998
380,1.0,1249.0,156.5099
381,0.0,924.0,145.8824
382,1.0,1248.0,156.7696
383,1.0,1249.0,156.5099
384,1.0,1249.0,156.5099
385,1.0,1249.0,156.5099
386,1.0,1249.0,156.5099
387,0.0,1199.0,156.24989999999997
388,1.0,1249.0,156.5099
389,1.0,1249.0,156.5099
390,1.0,1249.0,156.5099
391,1.0,1249.0,156.5099
392,0.0,1212.0,159.4856
393,1.0,1249.0,156.5099
394,1.0,1249.0,156.5099
395,1.0,1249.0,156.5099
396,0.0,1249.0,156.5099
397,0.0,1224.0,156.44240000000005
398,0.0,1224.0,156.44240000000005
399,0.0,524.0,103.80239999999998
400,1.0,1249.0,156.5099
401,1.0,1249.0,156.5099
402,1.0,1249.0,156.5099
403,1.0,1204.0,167.99840000000003
404,0.0,1249.0,156.5099
405,1.0,1249.0,156.5099
406,0.0,1194.0,163.9964
407,1.0,1249.0,156.5099
408,1.0,1209.0,166.7419
409,1.0,1249.0,156.5099
410,1.0,1249.0,156.5099
411,1.0,1249.0,156.5099
412,1.0,1249.0,156.5099
413,0.0,1224.0,156.44240000000005
414,0.0,1221.0,157.20590000000004
415,1.0,1249.0,156.5099
416,0.0,124.0,29.722400000000015
417,0.0,249.0,56.3099
418,1.0,1249.0,156.5099
419,1.0,1249.0,156.5099
420,0.0,1224.0,162.94240000000002
421,0.0,1224.0,156.44240000000005
422,1.0,1213.0,165.73309999999998
423,0.0,1224.0,156.44240000000005
424,0.0,1249.0,156.5099
425,0.0,349.0,75.32989999999998
426,1.0,1224.0,162.94240000000005
427,1.0,1236.0,159.87040000000005
428,1.0,1249.0,156.5099
429,0.0,1224.0,156.44240000000005
430,1.0,1249.0,156.5099
431,0.0,1049.0,152.46990000000002
432,1.0,1249.0,156.5099
433,1.0,1248.0,156.7696
434,1.0,1231.0,161.1539
435,1.0,474.0,115.79239999999994
436,1.0,1249.0,156.5099
437,0.0,99.0,24.029900000000012
438,1.0,1249.0,156.5099
439,0.0,724.0,128.84240000000005
440,0.0,1249.0,156.5099
441,1.0,1249.0,156.5099
442,0.0,1249.0,156.5099
443,1.0,1249.0,156.5099
444,1.0,1249.0,156.5099
445,1.0,1099.0,154.2299
446,0.0,499.0,100.10989999999998
447,1.0,1249.0,156.5099
448,0.0,799.0,136.16989999999996
449,1.0,1249.0,156.5099
450,1.0,1249.0,156.5099
451,1.0,1214.0,165.4804
452,1.0,1249.0,156.5099
453,1.0,1210.0,159.99
454,1.0,1249.0,156.5099
455,1.0,1249.0,156.5099
456,0.0,874.0,142.37240000000003
457,1.0,1249.0,156.5099
458,1.0,1249.0,156.5099
459,0.0,1049.0,152.46990000000002
460,0.0,1196.0,163.49840000000006
461,1.0,1249.0,156.5099
462,1.0,1248.0,156.7696
463,0.0,49.0,12.269899999999998
464,1.0,1249.0,156.5099
465,1.0,1249.0,156.5099
466,0.0,1249.0,156.5099
467,1.0,1224.0,156.44240000000005
468,1.0,1249.0,156.5099
469,1.0,1249.0,156.5099
470,1.0,1249.0,156.5099
471,1.0,1249.0,156.5099
472,0.0,1249.0,156.5099
473,1.0,1249.0,156.5099
474,1.0,1222.0,163.45159999999998
475,1.0,1209.0,166.7419
476,0.0,1224.0,156.44240000000005
477,1.0,1200.0,169.0
478,1.0,1249.0,156.5099
479,1.0,1224.0,162.94240000000002
480,0.0,1224.0,156.44240000000005
481,1.0,1249.0,156.5099
482,1.0,1240.0,158.84
483,1.0,1249.0,156.5099
484,0.0,486.0,114.52039999999994
485,0.0,1224.0,156.44240000000005
486,0.0,74.0,18.212400000000002
487,1.0,1049.0,152.46990000000002
488,0.0,774.0,133.85240000000002
489,1.0,1249.0,156.5099
490,1.0,1216.0,164.97440000000003
491,1.0,1249.0,156.5099
492,1.0,1249.0,156.5099
493,0.0,215.0,71.22749999999996
494,1.0,1229.0,161.6659
495,1.0,1249.0,156.5099
496,0.0,1224.0,156.44240000000005
497,1.0,1249.0,156.5099
498,1.0,1230.0,161.41
499,0.0,898.0,144.37960000000004
500,1.0,1249.0,156.5099
501,1.0,1249.0,156.5099
502,1.0,1249.0,156.5099
503,1.0,1224.0,156.44240000000005
504,1.0,1249.0,156.5099
505,1.0,1248.0,156.7696
506,0.0,124.0,29.722400000000015
507,0.0,374.0,79.77239999999998
508,1.0,1225.0,162.6875
509,0.0,1074.0,153.4124
510,1.0,1248.0,156.7696
511,1.0,1248.0,156.7696
512,1.0,1224.0,156.44240000000005
513,1.0,1249.0,156.5099
514,0.0,1224.0,156.44240000000005
515,1.0,1231.0,161.1539
516,1.0,1215.0,165.2275
517,1.0,1249.0,156.5099
518,0.0,1224.0,156.44240000000005
519,0.0,1249.0,156.5099
520,1.0,1229.0,161.6659
521,1.0,1249.0,156.5099
522,1.0,1212.0,165.9856
523,0.0,1219.0,164.2139
524,1.0,1249.0,156.5099
525,1.0,1249.0,156.5099
526,1.0,976.0,161.48239999999998
527,0.0,1073.0,153.63710000000003
528,1.0,1224.0,156.44240000000005
529,1.0,1224.0,156.44240000000005
530,0.0,874.0,142.37240000000003
531,1.0,1249.0,156.5099
532,0.0,1224.0,156.44240000000005
533,1.0,1249.0,156.5099
534,0.0,1249.0,156.5099
535,1.0,1249.0,156.5099
536,1.0,1224.0,156.44240000000005
537,1.0,1249.0,156.5099
538,1.0,1213.0,165.73309999999998
539,0.0,1151.0,168.00990000000002
540,1.0,1249.0,156.5099
541,1.0,1208.0,166.99360000000001
542,0.0,699.0,126.14989999999995
543,1.0,1249.0,156.5099
544,1.0,1249.0,156.5099
545,1.0,1205.0,167.7475
546,1.0,1249.0,156.5099
547,0.0,574.0,110.81239999999994
548,1.0,1249.0,156.5099
549,0.0,1249.0,156.5099
550,1.0,1249.0,156.5099
551,1.0,1218.0,164.46759999999998
552,1.0,1249.0,156.5099
553,1.0,1249.0,156.5099
554,1.0,1249.0,156.5099
555,0.0,324.0,70.76239999999994
556,1.0,1249.0,156.5099
557,0.0,1249.0,156.5099
558,0.0,224.0,51.24239999999996
559,0.0,1223.0,156.69709999999995
560,1.0,1224.0,156.44240000000005
561,1.0,1207.0,167.2451
562,0.0,1224.0,156.44240000000005
563,1.0,1223.0,156.69709999999995
564,1.0,1224.0,156.44240000000005
565,1.0,1249.0,156.5099
566,1.0,1227.0,162.17710000000005
567,1.0,1229.0,161.6659
568,1.0,1249.0,156.5099
569,1.0,1249.0,156.5099
570,0.0,799.0,136.16989999999996
571,1.0,1249.0,156.5099
572,1.0,1249.0,156.5099
573,1.0,1249.0,156.5099
574,1.0,1249.0,156.5099
575,1.0,1224.0,156.44240000000005
576,0.0,849.0,140.42989999999992
577,0.0,1200.0,162.5
578,1.0,1212.0,165.9856
579,1.0,1249.0,156.5099
580,1.0,1248.0,156.7696
581,1.0,1238.0,159.3556
582,1.0,799.0,136.16989999999996
583,1.0,1248.0,156.7696
584,1.0,1249.0,156.5099
585,1.0,1249.0,156.5099
586,0.0,174.0,40.73239999999998
587,0.0,449.0,92.34989999999998
588,1.0,1249.0,156.5099
589,0.0,149.0,35.28990000000001
590,1.0,1249.0,156.5099
591,0.0,1224.0,156.44240000000005
592,0.0,99.0,24.029900000000012
593,1.0,1249.0,156.5099
594,0.0,699.0,126.14989999999995
595,0.0,199.0,46.049900000000015
596,1.0,1249.0,156.5099
597,1.0,1225.0,162.6875
598,1.0,1249.0,156.5099
599,1.0,1248.0,156.7696
600,1.0,1249.0,156.5099
601,1.0,1249.0,156.5099
602,1.0,1249.0,156.5099
603,1.0,1249.0,156.5099
604,0.0,1249.0,156.5099
605,1.0,1204.0,161.49840000000006
606,1.0,1249.0,156.5099
607,1.0,1248.0,156.7696
608,1.0,1249.0,156.5099
609,1.0,1249.0,156.5099
610,1.0,1249.0,156.5099
611,1.0,1249.0,156.5099
612,0.0,1224.0,156.44240000000005
613,1.0,1248.0,156.7696
614,1.0,1249.0,156.5099
615,1.0,1249.0,156.5099
616,0.0,874.0,142.37240000000003
617,1.0,1245.0,157.5475
618,1.0,1236.0,159.87040000000005
619,1.0,1249.0,156.5099
620,1.0,1249.0,156.5099
621,1.0,1249.0,156.5099
622,1.0,1249.0,156.5099
623,1.0,1238.0,159.3556
624,1.0,1249.0,156.5099
625,1.0,1249.0,156.5099
626,1.0,1249.0,156.5099
627,1.0,1249.0,156.5099
628,0.0,1224.0,156.44240000000005
629,1.0,1248.0,156.7696
630,1.0,1235.0,160.1275
631,0.0,1249.0,156.5099
632,0.0,999.0,150.2099
633,0.0,115.0,49.52750000000001
634,1.0,1249.0,156.5099
635,1.0,1238.0,159.3556
636,1.0,1206.0,167.4964
637,1.0,1249.0,156.5099
638,1.0,1236.0,159.87040000000005
639,0.0,1206.0,160.9964
640,1.0,1249.0,156.5099
641,1.0,1249.0,156.5099
642,1.0,1249.0,156.5099
643,1.0,1224.0,156.44240000000005
644,1.0,1249.0,156.5099
645,1.0,1249.0,156.5099
646,0.0,349.0,75.32989999999998
647,0.0,1249.0,156.5099
648,1.0,1224.0,156.44240000000005
649,1.0,1223.0,163.19709999999995
650,1.0,1249.0,156.5099
651,0.0,349.0,75.32989999999998
652,1.0,1249.0,156.5099
653,1.0,1224.0,156.44240000000005
654,1.0,1249.0,156.5099
655,1.0,1230.0,161.41
656,1.0,1249.0,156.5099
657,0.0,1249.0,156.5099
658,1.0,1249.0,156.5099
659,1.0,1249.0,156.5099
660,0.0,549.0,107.36990000000002
661,0.0,1224.0,156.44240000000005
662,0.0,549.0,107.36990000000002
663,0.0,1224.0,156.44240000000005
664,1.0,1249.0,156.5099
665,1.0,1249.0,156.5099
666,1.0,1249.0,156.5099
667,0.0,1249.0,156.5099
668,1.0,1234.0,160.3844
669,1.0,1224.0,156.44240000000005
670,1.0,1249.0,156.5099
671,1.0,1274.0,156.45240000000004
672,1.0,1249.0,156.5099
673,0.0,1224.0,156.44240000000005
674,0.0,1248.0,156.7696
675,0.0,1124.0,154.92240000000004
676,0.0,1249.0,156.5099
677,0.0,49.0,12.269899999999998
678,0.0,1224.0,156.44240000000005
679,0.0,1224.0,156.44240000000005
680,1.0,1199.0,156.24989999999997
681,1.0,1224.0,156.44240000000005
682,1.0,1249.0,156.5099
683,1.0,1249.0,156.5099
684,1.0,1249.0,156.5099
685,0.0,924.0,145.8824
686,0.0,774.0,133.85240000000002
687,1.0,1249.0,156.5099
688,1.0,1249.0,156.5099
689,0.0,1249.0,156.5099
690,0.0,174.0,40.73239999999998
691,1.0,1249.0,156.5099
692,1.0,1249.0,156.5099
693,1.0,1249.0,156.5099
694,0.0,1224.0,156.44240000000005
695,1.0,1210.0,166.49
696,1.0,1248.0,156.7696
697,1.0,1232.0,160.8976
698,0.0,624.0,117.32239999999997
699,0.0,294.0,85.91640000000001
700,0.0,1223.0,156.69709999999995
701,1.0,1249.0,156.5099
702,1.0,1224.0,156.44240000000005
703,1.0,1249.0,156.5099
704,0.0,1224.0,156.44240000000005
705,0.0,299.0,66.0699
706,1.0,1249.0,156.5099
707,1.0,1249.0,156.5099
708,0.0,1249.0,156.5099
709,1.0,1249.0,156.5099
710,1.0,1249.0,156.5099
711,1.0,974.0,148.89239999999998
712,0.0,1171.0,163.16589999999997
713,1.0,1274.0,156.45240000000004
714,1.0,1249.0,156.5099
715,0.0,1174.0,155.93240000000006
716,1.0,1249.0,156.5099
717,0.0,724.0,128.84240000000005
718,0.0,599.0,114.12989999999998
719,0.0,1223.0,156.69709999999998
720,0.0,1224.0,156.44240000000005
721,1.0,1249.0,156.5099
722,1.0,1249.0,156.5099
723,1.0,1249.0,156.5099
724,1.0,1231.0,161.1539
725,0.0,1210.0,159.99
726,0.0,1224.0,156.44240000000005
727,1.0,1249.0,156.5099
728,0.0,1224.0,156.44240000000005
729,1.0,1249.0,156.5099
730,1.0,1249.0,156.5099
731,0.0,1224.0,156.44240000000005
732,0.0,1249.0,156.5099
733,1.0,1236.0,159.87040000000005
734,1.0,1213.0,165.73309999999998
735,0.0,623.0,117.45710000000001
736,0.0,574.0,110.81239999999994
737,1.0,1249.0,156.5099
738,0.0,1224.0,156.44240000000005
739,1.0,1249.0,156.5099
740,1.0,1249.0,156.5099
741,1.0,1229.0,161.6659
742,1.0,1249.0,156.5099
743,1.0,1249.0,156.5099
744,1.0,1249.0,156.5099
745,0.0,1199.0,156.24989999999997
746,1.0,1249.0,156.5099
747,1.0,1249.0,156.5099
748,0.0,628.0,129.7816
749,1.0,1249.0,156.5099
750,1.0,1249.0,156.5099
751,1.0,1249.0,156.5099
752,1.0,1224.0,156.44240000000005
753,1.0,1227.0,162.17710000000002
754,1.0,1228.0,161.9216
755,1.0,1249.0,156.5099
756,1.0,1249.0,156.5099
757,1.0,1249.0,156.5099
758,1.0,1249.0,156.5099
759,1.0,1248.0,156.7696
760,1.0,1201.0,162.2499
761,0.0,899.0,144.18989999999997
762,1.0,1224.0,156.44240000000005
763,1.0,1238.0,159.3556
764,1.0,1249.0,156.5099
765,1.0,1249.0,156.5099
766,1.0,1249.0,156.5099
767,0.0,1199.0,156.24989999999997
768,1.0,1249.0,156.5099
769,1.0,1249.0,156.5099
770,1.0,1249.0,156.5099
771,1.0,1212.0,165.9856
772,1.0,1248.0,156.7696
773,0.0,1158.0,166.32359999999994
774,0.0,1249.0,156.5099
775,0.0,1224.0,156.44240000000005
776,1.0,1248.0,156.7696
777,0.0,1249.0,156.5099
778,0.0,1224.0,156.44240000000005
779,1.0,1249.0,156.5099
780,1.0,1249.0,156.5099
781,1.0,1249.0,156.5099
782,0.0,1214.0,158.9804
783,1.0,1248.0,156.7696
784,1.0,1249.0,156.5099
785,0.0,124.0,29.722400000000015
786,1.0,1248.0,156.7696
787,1.0,1249.0,156.5099
788,1.0,1249.0,156.5099
789,0.0,799.0,136.16989999999996
790,1.0,1249.0,156.5099
791,1.0,1224.0,156.44240000000005
792,1.0,1218.0,164.46759999999998
793,1.0,1249.0,156.5099
794,1.0,1249.0,156.5099
795,1.0,874.0,142.37240000000003
796,0.0,774.0,133.85240000000002
797,1.0,1248.0,156.7696
798,1.0,1249.0,156.5099
799,1.0,1249.0,156.5099
800,1.0,1249.0,156.5099
801,1.0,1224.0,156.44240000000005
802,0.0,1249.0,156.5099
803,0.0,574.0,110.81239999999994
804,0.0,1224.0,156.44240000000005
805,1.0,1249.0,156.5099
806,1.0,1249.0,156.5099
807,1.0,1214.0,165.4804
808,1.0,1249.0,156.5099
809,0.0,1249.0,156.5099
810,1.0,1249.0,156.5099
811,1.0,1249.0,156.5099
812,1.0,1224.0,156.44240000000005
813,1.0,1249.0,156.5099
814,0.0,1224.0,156.44240000000005
815,1.0,1249.0,156.5099
816,1.0,1249.0,156.5099
817,1.0,1249.0,156.5099
818,1.0,1249.0,156.5099
819,1.0,1223.0,156.69709999999998
820,1.0,1249.0,156.5099
821,1.0,1249.0,156.5099
822,1.0,1249.0,156.5099
823,1.0,1249.0,156.5099
824,1.0,1249.0,156.5099
825,1.0,1205.0,161.24749999999997
826,1.0,1249.0,156.5099
827,1.0,1249.0,156.5099
828,0.0,1224.0,156.44240000000005
